Date,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Vol,MA5,MA10,DIF,MACD9,OSC,K,D,S_P500,SOXX,ADR,TaiwanAll
2014/10/16,121.5,124,120,121.5,121.9,122.85,122.55,123.44,46431,48783,43718,-0.58,-0.51,-0.07,47.15%,52.13%,1862.49,562.34,20.07,8633.69
2014/10/17,125,125.5,123.5,123.5,121.6,123.1,122.48,123.43,92078,59776,49846,-0.41,-0.49,0.09,54.35%,52.87%,1862.76,570.73,20.719999,8512.88
2014/10/20,125,126,124.5,126,122.7,123.25,122.53,123.44,38619,51902,48503,-0.13,-0.42,0.29,69.57%,58.43%,1886.76,575.33,20.719999,8663.14
2014/10/21,126,126,124.5,125,123.5,123.15,122.68,123.48,25648,50654,47139,0.04,-0.33,0.37,75.54%,64.14%,1904.01,584.15,20.870001,8654.64
2014/10/22,127.5,129,127.5,129,125,123.55,123,123.6,65856,53726,49706,0.46,-0.17,0.63,83.70%,70.66%,1941.28,605.25,21.389999,8748.83
2014/10/23,128,128.5,127.5,127.5,126.2,124.05,123.23,123.66,28085,50057,49420,0.71,0.01,0.7,84.59%,75.30%,1927.11,596.93,21.24,8731.07
2014/10/24,127,127.5,125,125.5,126.6,124.1,123.4,123.68,42162,40074,49925,0.75,0.15,0.59,77.44%,76.01%,1950.82,605.64,21.299999,8646.01
2014/10/27,126.5,128,126.5,128,127,124.85,123.75,123.79,25145,37379,44641,0.91,0.31,0.6,81.26%,77.76%,1964.58,612.05,21.18,8627.78
2014/10/28,129,129.5,127.5,128,127.6,125.55,124.13,123.93,35019,39253,44954,1.08,0.46,0.62,82.24%,79.26%,1961.63,614.23,21.360001,8773.55
2014/10/29,129,129.5,128,129,127.6,126.3,124.58,124.02,34861,33054,43390,1.24,0.62,0.63,85.38%,81.30%,1985.05,623.46,21.59,8903.68
2014/10/30,128.5,129,127,128.5,127.8,127,124.93,124.17,35724,34582,42320,1.31,0.76,0.56,83.59%,82.06%,1982.3,624.19,21.59,8888.07
2014/10/31,128,130.5,127.5,130.5,128.8,127.7,125.4,124.33,42413,34632,37353,1.47,0.9,0.57,89.06%,84.39%,1994.65,616.96,21.110001,8974.76
2014/11/3,132,132.5,130.5,131,129.4,128.2,125.73,124.49,45307,38665,38022,1.69,1.06,0.64,86.04%,84.94%,2018.05,640.86,22.02,9004.86
2014/11/4,132,132,131,132,130.2,128.9,126.03,124.68,32566,38174,38714,1.89,1.22,0.67,88.47%,86.12%,2017.81,644.77,21.9,8989.18
2014/11/5,131.5,132,131,132,130.8,129.2,126.38,124.88,22638,35730,34392,2.03,1.38,0.64,90.09%,87.44%,2012.1,642.99,21.950001,8962.6
2014/11/6,132.5,132.5,131.5,132,131.5,129.65,126.85,125.05,28560,34297,34440,2.13,1.53,0.59,90.62%,88.50%,2023.57,649.04,22.030001,8891.02
2014/11/7,131.5,131.5,130.5,131,131.6,130.2,127.15,125.19,17385,29291,31962,2.1,1.65,0.46,84.65%,87.22%,2031.21,643.3,21.799999,8912.62
2014/11/10,132.5,134.5,132,134.5,132.3,130.85,127.85,125.37,43175,28865,33765,2.29,1.78,0.51,89.77%,88.07%,2031.92,637.48,21.82,9049.98
2014/11/11,135,135,133,134,132.7,131.45,128.5,125.53,20485,26449,32311,2.42,1.9,0.51,89.01%,88.38%,2038.26,642.25,22.26,9034.14
2014/11/12,134.5,134.5,131.5,132,132.7,131.75,129.03,125.68,27434,27408,31569,2.37,2,0.38,79.34%,85.37%,2039.68,640.43,22.200001,8918.95
2014/11/13,133.5,134.5,132.5,134,133.1,132.3,129.65,125.85,25055,26707,30502,2.41,2.08,0.33,78.82%,83.19%,2038.25,639.76,22.049999,8980.67
2014/11/14,134,135,133.5,135,133.9,132.75,130.23,126.01,24361,28102,28697,2.48,2.16,0.32,85.88%,84.08%,2039.33,639.8,22.34,8982.88
2014/11/17,135,135.5,132.5,133,133.6,132.95,130.58,126.15,24773,24422,26643,2.42,2.21,0.21,73.92%,80.70%,2039.82,645.56,22.4,8884.39
2014/11/18,134,134.5,131,131.5,133.1,132.9,130.9,126.25,43227,28970,27709,2.23,2.22,0.02,55.95%,72.45%,2041.32,642.55,21.91,8859.07
2014/11/19,133,136.5,132.5,136,133.9,133.3,131.25,126.43,71400,37763,32586,2.31,2.24,0.08,67.85%,70.92%,2051.8,654.77,22.049999,8963.24
2014/11/20,137.5,139,137,139,134.9,134,131.83,126.68,44216,41595,34151,2.61,2.31,0.3,78.57%,73.47%,2048.72,650.18,22.530001,9078.87
2014/11/21,139.5,139.5,137.5,138.5,135.6,134.75,132.48,126.89,30621,42847,35475,2.81,2.41,0.4,81.79%,76.24%,2052.75,656.27,22.76,9091.53
2014/11/24,140,140.5,138,138.5,136.7,135.15,133,127.12,33409,44575,34498,2.96,2.52,0.44,80.84%,77.78%,2063.5,662.95,23.059999,9122.33
2014/11/25,138.5,140,138.5,139,138.2,135.65,133.55,127.37,42941,44517,36744,3.07,2.63,0.44,81.97%,79.17%,2069.41,669.47,22.940001,9116.24
2014/11/26,138.5,139,138,139,138.8,136.35,134.05,127.54,23201,34878,36320,3.09,2.72,0.37,82.71%,80.35%,2067.03,669.36,22.91,9122.39
2014/11/27,140,142,140,140,139,136.95,134.63,127.78,26580,31350,36473,3.21,2.82,0.39,82.42%,81.04%,2072.83,683.48,23.18,9165.31
2014/11/28,139,141.5,139,141.5,139.6,137.6,135.18,128,36077,32442,37645,3.3,2.91,0.38,86.76%,82.95%,2072.83,683.48,23.18,9187.15
2014/12/1,139,142,138.5,140,139.9,138.3,135.63,128.21,50116,35783,40179,3.27,2.98,0.28,84.16%,83.35%,2067.56,685.74,23.469999,9117.71
2014/12/2,139.5,139.5,137.5,137.5,139.6,138.9,135.9,128.38,54781,38151,41334,3.04,3,0.04,59.44%,75.38%,2053.44,676.69,22.940001,9034.79
2014/12/3,137.5,139,136.5,138,139.4,139.1,136.2,128.57,40184,41548,38213,2.81,2.96,-0.15,48.72%,66.49%,2066.55,681.35,22.57,9175.26
2014/12/4,139,140,138.5,139,139.2,139.1,136.55,128.8,28276,41887,36619,2.7,2.91,-0.2,47.63%,60.20%,2074.33,695.28,22.93,9225.11
2014/12/5,138.5,139.5,137,137.5,138.4,139,136.88,129.01,29432,40558,36500,2.49,2.82,-0.33,37.81%,52.74%,2071.92,696.16,22.82,9206.57
2014/12/8,138,138.5,137,138,138,138.95,137.05,129.26,19854,34505,35144,2.29,2.72,-0.43,34.30%,46.59%,2075.37,703.12,22.74,9187.29
2014/12/9,138,139,137.5,138,138.1,138.85,137.25,129.5,31927,29935,34043,2.13,2.6,-0.47,31.96%,41.71%,2060.31,693,22.5,9128.9
2014/12/10,138,139,136,136,137.7,138.55,137.45,129.73,39845,29867,35707,1.87,2.45,-0.58,21.30%,34.91%,2059.82,692.84,22.58,9032.16
2014/12/11,135,136,134.5,134.5,136.8,138,137.48,129.89,41669,32545,37216,1.5,2.26,-0.77,14.20%,28.01%,2026.14,679.97,22.190001,9013.07
2014/12/12,135,136,134.5,135,136.3,137.35,137.48,130.06,31504,32960,36759,1.21,2.05,-0.85,12.50%,22.84%,2035.33,683.15,22.139999,9027.33
2014/12/15,134.5,136.5,134.5,136,135.9,136.95,137.63,130.24,45197,38028,36267,1.02,1.84,-0.83,17.42%,21.03%,2002.33,671.33,21.969999,8985.63
2014/12/16,134.5,135.5,133,133,134.9,136.5,137.7,130.43,41273,39898,34916,0.68,1.61,-0.93,11.62%,17.89%,1989.63,665.71,21.940001,8950.91
2014/12/17,133,133,130,130.5,133.8,135.75,137.43,130.56,84670,48863,39365,0.21,1.33,-1.12,9.50%,15.10%,1972.74,661.3,21.440001,8828.36
2014/12/18,132,133,131,131.5,133.2,135,137.05,130.7,51896,50908,41727,-0.11,1.04,-1.15,11.89%,14.03%,2012.89,675.58,21.639999,8878.63
2014/12/19,134.5,138,134,138,133.8,135.05,137.03,130.97,44592,53526,43243,0.06,0.85,-0.78,37.55%,21.87%,2061.23,688.12,21.790001,8999.52
2014/12/22,137.5,140,137,138.5,134.3,135.1,137.03,131.26,34996,51485,44757,0.32,0.74,-0.42,53.37%,32.37%,2070.65,686.09,22.200001,9095
2014/12/23,139,140,137,137.5,135.2,135.05,136.95,131.54,19158,47062,43480,0.47,0.69,-0.21,60.58%,41.77%,2078.54,696.68,22.370001,9097.71
2014/12/24,136,138,136,138,136.7,135.25,136.9,131.84,16722,33473,41168,0.55,0.66,-0.11,67.05%,50.20%,2082.17,695.32,22.209999,9186.18
2014/12/25,137,138,137,137.5,137.9,135.55,136.78,132.11,7392,24572,37740,0.6,0.65,-0.05,69.70%,56.70%,2081.88,696.35,22.35,9158.7
2014/12/26,138,139,137,139,138.1,135.95,136.65,132.41,13184,18290,35908,0.72,0.66,0.06,76.47%,63.29%,2081.88,696.35,22.35,9214.07
2014/12/27,139,139,137.5,138.5,138.1,136.2,136.58,132.64,4823,12256,31871,0.79,0.69,0.1,79.31%,68.63%,2088.77,697,22.309999,9218.5
2014/12/29,138,141,138,141,138.8,137,136.75,132.89,35075,15439,31251,0.99,0.75,0.24,86.21%,74.49%,2090.57,695.08,22.379999,9286.28
2014/12/30,141,141.5,139,140,139.2,137.95,136.85,133.14,23590,16813,25143,1.12,0.82,0.3,84.14%,77.71%,2080.35,690.99,22.440001,9268.43
2014/12/31,139,141,139,141,139.9,138.9,136.95,133.45,18352,19005,21788,1.24,0.91,0.34,86.40%,80.60%,2058.9,686.87,22.379999,9307.26
2015/1/5,140.5,140.5,137.5,139.5,140,139.05,137.05,133.69,32214,22811,20551,1.22,0.97,0.25,78.81%,80.00%,2058.2,686.73,22.280001,9274.11
2015/1/6,137.5,137.5,133,133.5,139,138.55,136.83,133.91,67650,35376,23816,0.81,0.94,-0.13,54.50%,71.50%,2020.58,673.59,21.74,9048.34
2015/1/7,133.5,135,133.5,134,137.6,138.2,136.63,134.13,43886,37138,26289,0.45,0.84,-0.39,40.26%,61.09%,2002.61,658.83,21.360001,9080.09
2015/1/8,136.5,138,136,138,137.2,138.2,136.73,134.4,42551,40931,28872,0.43,0.76,-0.32,46.44%,56.21%,2025.9,665.27,21.67,9238.03
2015/1/9,135,135.5,133,134,135.8,137.85,136.7,134.61,61920,49644,34325,0.15,0.64,-0.49,34.88%,49.10%,2062.14,684.65,21.809999,9215.58
2015/1/12,132.5,133.5,132,132,134.3,137.15,136.55,134.75,30403,49282,36046,-0.22,0.47,-0.68,23.26%,40.48%,2044.81,685.52,21.200001,9178.3
2015/1/13,131,133,130.5,132.5,134.1,136.55,136.38,134.86,38094,43371,39374,-0.52,0.27,-0.79,21.56%,34.18%,2028.26,671.82,20.790001,9231.8
2015/1/14,132.5,133,130,130,133.3,135.45,136.23,134.94,49447,44483,40811,-0.86,0.04,-0.9,14.38%,27.58%,2023.03,665.58,21.049999,9180.23
2015/1/15,131.5,133,131.5,131.5,132,134.6,136.28,134.98,40997,44172,42551,-1.03,-0.17,-0.86,14.35%,23.17%,2011.27,661.65,21.059999,9165.09
2015/1/16,140,140,136,137,132.6,134.2,136.55,135.14,129036,57595,53620,-0.7,-0.28,-0.42,32.90%,26.41%,1992.67,656.51,22.889999,9138.29
2015/1/19,138.5,139.5,137.5,139,134,134.15,136.6,135.37,50176,61550,55416,-0.34,-0.29,-0.05,51.93%,34.92%,2019.42,663.86,22.6,9174.06
2015/1/20,139,139,137.5,138,135.1,134.6,136.58,135.53,33796,60690,52031,-0.1,-0.25,0.15,61.29%,43.71%,2019.42,663.86,22.6,9251.69
2015/1/21,139.5,141,139.5,141,137.3,135.3,136.75,135.75,77293,66260,55371,0.29,-0.14,0.43,74.19%,53.87%,2022.55,670.57,23.09,9319.71
2015/1/22,141.5,142,139.5,140,139,135.5,136.85,135.93,45654,67191,55682,0.57,0,0.57,77.24%,61.66%,2032.12,678.16,23.209999,9369.51
2015/1/23,142.5,145,142.5,145,140.6,136.6,137.23,136.21,82360,57856,57726,1.11,0.22,0.88,84.83%,69.38%,2063.15,682.48,23.709999,9470.94
2015/1/26,145.5,145.5,143.5,145,141.8,137.9,137.53,136.45,46941,57209,59379,1.54,0.49,1.06,88.81%,75.86%,2051.82,680.54,23.99,9477.67
2015/1/27,145.5,147,144.5,147,143.6,139.35,137.95,136.72,53363,61122,60906,1.99,0.79,1.21,92.54%,81.42%,2057.09,682.39,24.16,9521.59
2015/1/28,146.5,147,145.5,146.5,144.7,141,138.23,136.96,48373,55338,60799,2.33,1.1,1.23,93.51%,85.45%,2029.55,669.79,24.190001,9510.92
2015/1/29,144,145,143,143.5,145.4,142.2,138.4,137.15,36888,53585,60388,2.35,1.35,1,83.39%,84.76%,2002.16,666.07,23.93,9426.9
2015/1/30,145,145.5,141,141,144.6,142.6,138.4,137.3,44413,45996,51926,2.21,1.52,0.69,67.88%,79.13%,2021.25,666.63,23.290001,9361.91
2015/2/2,140.5,143,140.5,142.5,144.1,142.95,138.55,137.49,30383,42684,49946,2.08,1.63,0.45,58.58%,72.28%,1994.99,653.14,22.709999,9386.99
2015/2/3,143,144.5,142,144.5,143.6,143.6,139.1,137.66,27235,37458,49290,2.09,1.72,0.37,61.28%,68.62%,2020.85,655.19,22.940001,9448.73
2015/2/4,144.5,146.5,144,146,143.5,144.1,139.7,137.86,43152,36414,45876,2.22,1.82,0.39,69.06%,68.76%,2050.03,666.93,23.15,9513.92
2015/2/5,145.5,146,143.5,145.5,143.9,144.65,140.08,138.08,25328,34102,43844,2.25,1.91,0.34,71.68%,69.74%,2041.51,669.15,23.58,9512.05
2015/2/6,145.5,145.5,143,143,144.3,144.45,140.53,138.23,28668,30953,38474,2.13,1.95,0.18,60.61%,66.69%,2062.52,675.69,23.66,9456.18
2015/2/9,143,143.5,141.5,142,144.2,144.15,141.03,138.35,26651,30207,36445,1.9,1.94,-0.04,48.10%,60.49%,2055.47,671.85,23.1,9421.5
2015/2/10,142,143,141.5,142.5,143.8,143.7,141.53,138.51,33452,31450,34454,1.71,1.9,-0.18,43.18%,54.72%,2046.74,664.54,22.67,9393.7
2015/2/11,146,149,146,148,144.2,143.85,142.43,138.78,71429,37106,36760,1.97,1.91,0.06,58.20%,55.88%,2068.59,687.03,23.860001,9462.22
2015/2/12,149.5,149.5,147.5,148.5,144.8,144.35,143.28,138.99,35028,39046,36574,2.21,1.97,0.24,68.43%,60.06%,2068.53,689.25,24.290001,9496.31
2015/2/13,148.5,150,148,148.5,145.9,145.1,143.85,139.15,38572,41026,35990,2.4,2.06,0.34,73.07%,64.40%,2088.48,700.19,24.469999,9529.51
2015/2/24,149,152,148.5,151,147.7,145.95,144.45,139.36,74444,50585,40396,2.66,2.18,0.49,78.87%,69.22%,2096.99,705.08,24.84,9629.37
2015/2/25,152.5,154.5,152.5,154.5,150.1,146.95,145.28,139.63,48327,53560,42505,3.11,2.36,0.75,85.91%,74.79%,2115.48,716.12,25.040001,9699.54
2015/2/26,153.5,154,150.5,150.5,150.6,147.4,145.75,139.82,58407,50956,44031,3.22,2.54,0.68,80.35%,76.64%,2113.86,711.99,25.040001,9622.1
2015/3/2,151.5,153,148.5,149,150.7,147.75,146.2,139.98,41707,52291,45669,3.14,2.66,0.49,72.80%,75.36%,2110.74,716.67,24.68,9601.36
2015/3/3,150,151,148.5,150.5,151.1,148.5,146.48,140.16,29206,50418,45722,3.07,2.74,0.33,71.61%,74.11%,2117.39,734.51,24.629999,9605.77
2015/3/4,150,151.5,149,150.5,151,149.35,146.75,140.31,32782,42086,46335,3,2.79,0.21,65.39%,71.20%,2107.78,720.26,24.5,9621.73
2015/3/5,150,151,148.5,150,150.1,150.1,146.9,140.48,29852,38391,45975,2.87,2.81,0.06,55.50%,65.97%,2098.53,719.54,24.33,9595.09
2015/3/6,149,149.5,148.5,149,149.8,150.2,147.03,140.67,33211,33352,42154,2.66,2.78,-0.12,42.13%,58.02%,2101.04,720.25,24.459999,9645.77
2015/3/9,147.5,147.5,145,145.5,149.1,149.9,147.13,140.79,67546,38519,45405,2.22,2.67,-0.44,29.84%,48.63%,2071.26,712.42,24.09,9562.98
2015/3/10,145,145,144,144,147.8,149.45,147.28,140.88,46859,42050,46234,1.72,2.48,-0.76,19.89%,39.05%,2079.43,715.03,23.450001,9536.53
2015/3/11,143.5,148,143,146,146.9,148.95,147.45,141.02,51828,45859,43973,1.43,2.27,-0.84,22.35%,33.48%,2044.16,701.3,23.049999,9523.18
2015/3/12,147,148.5,146.5,148,146.5,148.3,147.63,141.18,32365,46362,42376,1.34,2.08,-0.74,31.57%,32.84%,2040.24,703.16,23.49,9596
2015/3/13,148,149.5,147,149,146.5,148.15,147.78,141.37,46408,49001,41176,1.33,1.93,-0.6,44.57%,36.75%,2065.95,702.77,23.530001,9579.35
2015/3/16,149,149.5,146,146,146.6,147.85,147.8,141.53,37463,42985,40752,1.17,1.78,-0.61,41.48%,38.33%,2053.4,707.79,23.879999,9512.91
2015/3/17,148.5,150,148.5,149,147.6,147.7,148.1,141.78,55770,44767,43408,1.21,1.66,-0.46,52.65%,43.10%,2081.19,718.53,24.280001,9539.44
2015/3/18,151,154,150,153.5,149.1,148,148.68,142.08,71221,48645,47252,1.51,1.63,-0.12,66.92%,51.04%,2074.28,713.19,24.309999,9653.43
2015/3/19,152.5,155,152.5,154,150.3,148.4,149.25,142.38,43513,50875,48618,1.82,1.67,0.15,75.17%,59.09%,2099.5,718.48,24.709999,9736.73
2015/3/20,151.5,154,151.5,154,151.3,148.9,149.55,142.73,38595,49312,49157,2,1.74,0.27,80.67%,66.28%,2089.27,720.2,24.66,9749.69
2015/3/23,154,154,152.5,153.5,152.8,149.7,149.8,143.12,26369,47094,45039,2.13,1.82,0.31,82.95%,71.84%,2108.1,730.91,24.77,9758.09
2015/3/24,153.5,153.5,151.5,151.5,153.3,150.45,149.95,143.45,38208,43581,44174,2.09,1.87,0.22,75.67%,73.11%,2104.42,723.96,24.799999,9731.66
2015/3/25,152,152.5,150.5,151,152.8,150.95,149.95,143.67,50141,39365,44005,1.97,1.89,0.08,68.96%,71.73%,2091.5,717.78,24.5,9667.83
2015/3/26,145.5,147,144.5,145.5,151.1,150.7,149.5,143.78,162835,63230,57052,1.41,1.79,-0.38,49.15%,64.20%,2061.05,684.73,23.18,9619.12
2015/3/27,144,145.5,142.5,142.5,148.8,150.05,149.1,143.87,112920,78095,63704,0.77,1.59,-0.82,32.77%,53.72%,2056.15,675.24,23.200001,9503.72
2015/3/30,142.5,144,142,142.5,146.6,149.7,148.78,143.94,64898,85800,66447,0.21,1.31,-1.1,23.13%,43.53%,2061.02,694.32,22.940001,9521.87
2015/3/31,144,145.5,143,145.5,145.4,149.35,148.53,144.08,56919,89543,66562,-0.06,1.04,-1.09,24.39%,37.15%,2086.24,703.74,23.25,9586.44
2015/4/1,145,145,143.5,144,144,148.4,148.2,144.16,39056,87326,63345,-0.32,0.77,-1.09,21.82%,32.04%,2067.89,695.48,23.48,9507.66
2015/4/2,145,148,144.5,147,144.3,147.7,148.05,144.3,52174,65193,64212,-0.33,0.55,-0.88,28.43%,30.84%,2059.69,691.19,23.23,9600.32
2015/4/7,146.5,147.5,145,146,145,146.9,147.9,144.38,34902,49590,63842,-0.37,0.36,-0.74,30.55%,30.74%,2066.96,689.17,23.690001,9641.9
2015/4/8,145.5,146,143,143,145.1,145.85,147.78,144.43,49474,46505,66153,-0.59,0.17,-0.76,23.54%,28.34%,2076.33,692.94,23.389999,9571.97
2015/4/9,144,145.5,143,143,144.6,145,147.73,144.47,47243,44570,67056,-0.76,-0.01,-0.75,21.25%,25.98%,2081.9,697.45,23.200001,9568.04
2015/4/10,146,147,145,147,145.2,144.6,147.78,144.59,33909,43540,65433,-0.66,-0.14,-0.52,41.94%,31.30%,2091.18,706.18,23.440001,9617.7
2015/4/13,146.5,147.5,146,147,145.2,144.75,147.73,144.82,26427,38391,51792,-0.54,-0.22,-0.32,55.74%,39.45%,2102.06,709.05,23.5,9666.52
2015/4/14,145,145.5,143.5,144,144.8,144.9,147.48,144.98,41702,39751,44670,-0.66,-0.31,-0.35,43.83%,40.91%,2092.43,704.52,23.33,9642.22
2015/4/15,143.5,144.5,141.5,143,144.8,144.95,147.33,145.07,71626,44181,45343,-0.84,-0.42,-0.42,36.91%,39.57%,2095.84,697.85,23.18,9540.06
2015/4/16,145,147,144.5,147,145.6,145.1,147.23,145.28,55563,45845,45208,-0.7,-0.47,-0.23,52.81%,43.99%,2106.63,709.32,23.51,9656.87
2015/4/17,143,144,142.5,142.5,144.7,144.95,146.68,145.46,79008,54865,49203,-0.86,-0.55,-0.31,40.76%,42.91%,2104.99,706.08,23.24,9570.93
2015/4/20,142,144,141.5,143,143.9,144.55,146.13,145.63,43594,58299,48345,-0.98,-0.64,-0.34,35.51%,40.44%,2081.18,696.09,23.219999,9552.85
2015/4/21,142,143.5,141.5,142.5,143.6,144.2,145.55,145.84,40893,58137,48944,-1.09,-0.73,-0.36,29.23%,36.71%,2100.4,702.29,23.27,9533.98
2015/4/22,143.5,145,143,143.5,143.7,144.25,145.05,146.04,40632,51938,48060,-1.06,-0.79,-0.27,30.60%,34.67%,2097.29,707.12,23.33,9613
2015/4/23,145.5,147,145,147,143.7,144.65,144.83,146.21,47852,50396,48121,-0.81,-0.8,-0.02,50.95%,40.10%,2107.96,716.82,23.84,9797.49
2015/4/24,149,152.5,148.5,152.5,145.7,145.2,144.9,146.43,135458,61686,58276,-0.21,-0.68,0.47,67.30%,49.17%,2112.93,705.46,24.299999,9913.28
2015/4/27,153,153,150,151.5,147.4,145.65,145.2,146.66,58113,64590,61444,0.27,-0.49,0.76,73.85%,57.39%,2117.69,693.73,24.91,9973.12
2015/4/28,153.5,153.5,150.5,151.5,149.2,146.4,145.65,146.83,43296,65070,61604,0.66,-0.26,0.92,77.01%,63.93%,2108.92,696.11,25.41,9956.83
2015/4/29,150,151,148,148.5,150.2,146.95,145.95,146.98,37440,64432,58185,0.74,-0.06,0.8,70.79%,66.22%,2114.76,696.24,25.01,9853.83
2015/4/30,147,148.5,146.5,147,150.2,146.95,146.03,147.01,48983,64658,57527,0.65,0.08,0.57,62.47%,64.97%,2106.85,692.19,24.790001,9820.05
2015/5/4,148.5,148.5,146,147.5,149.2,147.45,146.2,147.05,30869,43740,52713,0.59,0.18,0.4,58.31%,62.75%,2085.51,686.29,24.440001,9845.04
2015/5/5,147.5,148,146,147,148.3,147.85,146.2,147.05,27789,37675,51133,0.5,0.24,0.25,51.57%,59.02%,2114.49,704.03,24.32,9820.13
2015/5/6,145.5,148,145.5,147.5,147.5,148.35,146.28,147.07,18824,32781,48926,0.43,0.28,0.15,44.19%,54.08%,2089.46,688.4,24.290001,9818.2
2015/5/7,146,147.5,146,146.5,147.1,148.65,146.45,147.12,21908,29675,47053,0.34,0.29,0.04,33.62%,47.26%,2080.15,687.45,24.450001,9704.11
2015/5/8,146,147.5,146,146.5,147,148.6,146.63,147.21,20036,23885,44272,0.26,0.29,-0.03,26.58%,40.37%,2088,695.2,24.370001,9692
2015/5/11,149,149,147,148.5,147.2,148.2,146.7,147.31,20403,21792,32766,0.32,0.29,0.03,30.22%,36.99%,2116.1,702.13,24.549999,9663.72
2015/5/12,147,148.5,147,147.5,147.3,147.8,146.73,147.36,24956,21225,29450,0.32,0.3,0.02,32.27%,35.41%,2105.33,702.31,24.370001,9680.73
2015/5/13,147.5,149,147,148,147.4,147.45,146.93,147.39,19438,21348,27065,0.35,0.31,0.04,45.32%,38.72%,2099.12,696.18,24.379999,9724.11
2015/5/14,148,148.5,146,146,147.3,147.2,147.08,147.4,39889,24944,27310,0.25,0.3,-0.05,34.98%,37.47%,2098.48,700.13,24.440001,9610.83
2015/5/15,147,147,145,146.5,147.3,147.15,147.05,147.46,24832,25904,24894,0.15,0.27,-0.12,35.82%,36.92%,2121.1,708.32,24.41,9579.48
2015/5/18,147,147,145,146.5,146.9,147.05,147.25,147.53,26212,27065,24429,0.06,0.23,-0.17,36.38%,36.74%,2122.73,709.52,24.559999,9606.1
2015/5/19,145.5,147.5,145,146.5,146.7,147,147.43,147.6,26321,27338,24282,0,0.18,-0.18,36.75%,36.74%,2129.2,716.54,24.41,9716.77
2015/5/20,146.5,147,146,146.5,146.4,146.9,147.63,147.58,26985,28848,25098,-0.03,0.14,-0.17,37.00%,36.83%,2127.83,713.39,24.59,9685.31
2015/5/21,146,146.5,144.5,145.5,146.3,146.8,147.73,147.53,41287,29127,27036,-0.14,0.08,-0.22,32.08%,35.24%,2125.85,714.48,24.58,9578.56
2015/5/22,146,147,145,145.5,146.1,146.7,147.65,147.48,22104,28582,27243,-0.2,0.03,-0.23,28.79%,33.09%,2130.82,718.44,24.24,9638.8
2015/5/25,146.5,147.5,145.5,147.5,146.3,146.6,147.4,147.42,16323,26604,26835,-0.15,-0.01,-0.14,41.42%,35.87%,2126.06,720.2,24.200001,9645.17
2015/5/26,148.5,148.5,146.5,146.5,146.3,146.5,147.15,147.28,16070,24554,25946,-0.11,-0.03,-0.08,44.28%,38.67%,2126.06,720.2,24.200001,9669.41
2015/5/27,145.5,147,145,145,146,146.2,146.83,147.19,24258,24008,26428,-0.19,-0.06,-0.13,33.68%,37.01%,2104.2,714.75,24.26,9693.54
2015/5/28,147,147.5,146,147,146.3,146.3,146.75,147.16,36704,23092,26110,-0.14,-0.08,-0.07,43.29%,39.10%,2123.48,742.35,24.6,9712.84
2015/5/29,147,147.5,145.5,146,146.4,146.25,146.7,147.08,61984,31068,29825,-0.16,-0.09,-0.06,41.36%,39.86%,2120.79,743.27,24.450001,9701.07
2015/6/1,145.5,146,144,145,145.9,146.1,146.58,146.99,31647,34133,30368,-0.26,-0.13,-0.14,34.98%,38.23%,2107.39,745.41,24.280001,9625.69
2015/6/2,144.5,144.5,143.5,144,145.4,145.85,146.43,146.89,33433,37605,31080,-0.43,-0.19,-0.24,26.65%,34.37%,2111.73,746.08,24.139999,9614.26
2015/6/3,143.5,144.5,143,143,145,145.5,146.2,146.79,30175,38789,31399,-0.6,-0.27,-0.33,17.77%,28.84%,2109.6,737.28,23.67,9556.52
2015/6/4,142,142.5,140,141,143.8,145.05,145.93,146.72,62313,43910,33501,-0.9,-0.4,-0.51,15.77%,24.48%,2114.07,732.7,23.66,9348.63
2015/6/5,139.5,140.5,139,140,142.6,144.5,145.6,146.65,42847,40083,35575,-1.23,-0.56,-0.67,14.02%,20.99%,2095.84,725.81,22.98,9340.13
2015/6/8,139.5,140,138.5,138.5,141.3,143.6,145.1,146.53,45638,42881,38507,-1.56,-0.76,-0.8,9.35%,17.11%,2092.83,726.29,22.860001,9368.43
2015/6/9,138.5,140,138,139,140.3,142.85,144.68,146.38,31664,42527,40066,-1.78,-0.97,-0.82,9.74%,14.65%,2079.28,712.37,22.65,9191.87
2015/6/10,141,141.5,139.5,139.5,139.6,142.3,144.25,146.22,37243,43941,41365,-1.86,-1.15,-0.72,11.76%,13.69%,2080.15,711.6,22.83,9298.5
2015/6/11,141,144,141,143.5,140.1,141.95,144.13,146.18,46456,40770,42340,-1.66,-1.25,-0.41,30.75%,19.38%,2105.2,720.94,23.33,9302.49
2015/6/12,144,144.5,142.5,144.5,141,141.8,144.03,146.1,35244,39249,39666,-1.41,-1.28,-0.13,53.84%,30.86%,2108.86,720.53,23.51,9301.93
2015/6/15,144.5,144.5,142.5,143,141.9,141.6,143.85,145.93,23776,34877,38879,-1.25,-1.27,0.02,61.53%,41.09%,2094.11,714.13,23.67,9259.48
2015/6/16,143,143,141,142,142.5,141.4,143.63,145.73,28697,34283,38405,-1.21,-1.26,0.05,61.53%,47.90%,2084.43,712.63,23.26,9212.78
2015/6/17,143,143.5,142,142.5,143.1,141.35,143.43,145.53,31676,33170,38555,-1.12,-1.23,0.11,64.10%,53.30%,2096.29,715.07,23.58,9189.83
