丁,秨絃基,程蔼基,程基,Μ絃基,SMA5,SMA10,SMA20,SMA60,Θユ秖,MA5,MA10,DIF12-26,MACD9,OSC,"K(9,3)","D(9,3)",RSI 6,RSI 12,BBand width,Band%EMA3
2013/11/18,108.5,110.5,105.5,110,108.2,110.95,122.28,127.1,2260,2857,2892,-6,-4.14,-1.86,30.65%,21.27%,35.47%,35.80%,39.87%,38.38%
2013/11/19,107.5,111.5,106,111,109,109.65,121.3,126.63,3428,2703,3025,-5.86,-4.49,-1.37,40.04%,27.53%,41.00%,37.82%,40.46%,39.42%
2013/11/20,111.5,118,109,116.5,110.7,109.75,120.38,126.17,4166,3019,3328,-5.27,-4.64,-0.63,57.09%,37.38%,62.31%,47.72%,39.52%,39.47%
2013/11/21,115.5,118,114.5,115,112.1,109.85,119.13,125.83,2399,2987,3275,-4.7,-4.65,-0.05,65.51%,46.76%,55.73%,45.56%,37.10%,38.29%
2013/11/22,116.5,120,115,115,113.5,110.7,118.08,125.5,3328,3116,3004,-4.15,-4.55,0.4,68.23%,53.92%,55.73%,45.56%,35.14%,36.71%
2013/11/25,117,117.5,114.5,115.5,114.6,111.4,117.2,125.06,1133,2891,2874,-3.71,-4.38,0.68,70.00%,59.28%,57.86%,46.52%,33.45%,35.08%
2013/11/26,115.5,121,115,121,116.6,112.8,116.55,124.75,4199,3045,2874,-3.02,-4.11,1.09,80.00%,66.18%,74.27%,55.86%,31.12%,33.10%
2013/11/27,121,122,119,121.5,117.6,114.15,115.85,124.44,1981,2608,2813,-2.33,-3.76,1.42,85.77%,72.71%,75.32%,56.61%,27.84%,30.47%
2013/11/28,124,127,123.5,124,119.4,115.75,115.4,124.18,2377,2604,2795,-1.48,-3.3,1.82,85.86%,77.09%,80.17%,60.30%,25.33%,27.90%
2013/11/29,124,125,121,123,121,117.25,114.85,123.94,1500,2238,2677,-0.92,-2.82,1.91,84.22%,79.47%,73.26%,58.14%,21.67%,24.78%
2013/12/2,123,124,120.5,121.5,122.2,118.4,114.68,123.73,1162,2244,2567,-0.56,-2.37,1.81,79.30%,79.41%,63.42%,54.93%,20.85%,22.82%
2013/12/3,122,124,120.5,121.5,122.3,119.45,114.55,123.66,1596,1723,2384,-0.27,-1.95,1.68,71.53%,76.79%,63.42%,54.93%,20.27%,21.54%
2013/12/4,128,130,127,130,124,120.8,115.28,123.82,1917,1710,2159,0.55,-1.45,2,81.02%,78.20%,82.55%,67.16%,23.29%,22.42%
2013/12/5,134,134,127.5,128,124.8,122.1,115.98,124.08,4664,2168,2386,1.19,-0.92,2.11,77.09%,77.83%,71.93%,62.79%,25.01%,23.71%
2013/12/6,128,129.5,123,124,125,123,116.85,124.14,2816,2431,2335,1.34,-0.47,1.81,67.18%,74.28%,54.96%,54.98%,24.34%,24.03%
2013/12/9,125,125.5,119.5,119.5,124.6,123.4,117.4,124.07,2231,2645,2444,1.11,-0.15,1.27,45.90%,64.82%,41.69%,47.69%,23.39%,23.71%
2013/12/10,121.5,121.5,117,121,124.5,123.4,118.1,124.03,1792,2684,2204,0.86,0.05,0.81,38.44%,56.03%,46.82%,50.10%,21.91%,22.81%
2013/12/11,121.5,121.5,116.5,116.5,121.8,122.9,118.53,123.92,1834,2667,2189,0.45,0.13,0.32,25.63%,45.89%,35.55%,43.55%,20.45%,21.63%
2013/12/12,115.5,115.5,110,112.5,118.7,121.75,118.75,123.66,2949,2324,2246,-0.28,0.05,-0.32,20.56%,37.45%,28.28%,38.65%,19.33%,20.48%
2013/12/13,114.5,115.5,110.5,112,116.3,120.65,118.95,123.46,2777,2317,2374,-0.85,-0.13,-0.72,16.48%,30.46%,27.44%,38.06%,18.23%,19.36%
2013/12/16,112,112,109,109.5,114.3,119.45,118.93,123.17,1540,2178,2412,-1.5,-0.41,-1.09,11.66%,24.19%,23.29%,35.16%,18.38%,18.87%
2013/12/17,111,114.5,109,113.5,112.8,118.65,119.05,122.8,3066,2433,2559,-1.77,-0.68,-1.09,13.77%,20.72%,40.57%,42.77%,17.83%,18.35%
2013/12/18,114,115,111.5,112,111.9,116.85,118.83,122.46,1442,2355,2511,-1.97,-0.94,-1.03,14.06%,18.50%,36.83%,40.81%,18.52%,18.44%
2013/12/19,113,114.5,112,112,111.8,115.25,118.68,122.08,1165,1998,2161,-2.1,-1.17,-0.93,15.43%,17.48%,36.83%,40.81%,19.02%,18.73%
2013/12/20,112.5,119.5,112.5,119.5,113.3,114.8,118.9,121.89,4816,2406,2361,-1.77,-1.29,-0.48,38.29%,24.41%,62.01%,53.49%,18.78%,18.76%
2013/12/23,119.5,127,118.5,125,116.4,115.35,119.38,121.73,6122,3322,2750,-1.01,-1.23,0.23,55.16%,34.66%,71.87%,60.29%,19.02%,18.89%
2013/12/24,128,129.5,125,125,118.7,115.75,119.58,121.52,3454,3400,2917,-0.21,-1.03,0.82,62.79%,44.04%,71.87%,60.29%,19.40%,19.14%
2013/12/25,128.5,130,126,126,121.5,116.7,119.8,121.41,3070,3725,3040,0.48,-0.73,1.21,68.84%,52.30%,73.66%,61.51%,19.88%,19.51%
2013/12/26,128,129,125.5,126.5,124.4,118.1,119.93,121.3,2019,3896,2947,1.01,-0.38,1.39,73.67%,59.43%,74.63%,62.14%,20.24%,19.87%
2013/12/27,127,131.5,124,124,125.3,119.3,119.98,121.3,3616,3656,3031,1.33,-0.04,1.37,71.34%,63.40%,61.14%,57.02%,20.32%,20.10%
2013/12/30,125.5,127,124,125,125.3,120.85,120.15,121.37,2097,2851,3087,1.51,0.27,1.24,70.06%,65.62%,64.24%,58.51%,20.60%,20.35%
2013/12/31,126.5,128.5,126,127.5,125.8,122.25,120.45,121.42,1970,2554,2977,1.81,0.58,1.23,73.20%,68.15%,71.15%,62.10%,21.21%,20.78%
2014/1/2,128.5,129,123.5,124.5,125.5,123.5,120.18,121.4,1828,2306,3016,1.87,0.84,1.03,69.85%,68.71%,55.66%,55.79%,20.24%,20.51%
2014/1/3,124,125,118.5,119.5,124.1,124.25,119.75,121.43,2381,2378,3137,1.51,0.97,0.54,49.13%,62.19%,38.78%,47.08%,19.41%,19.96%
2014/1/6,120.5,124.5,119,123,123.9,124.6,119.7,121.49,3274,2310,2983,1.35,1.05,0.3,44.29%,56.22%,51.21%,52.72%,19.31%,19.63%
2014/1/7,123,123,117,119.5,122.8,124.05,119.7,121.37,2934,2477,2664,1,1.04,-0.04,35.28%,49.24%,41.18%,47.23%,19.31%,19.47%
2014/1/8,121,123,118,118,120.9,123.35,119.55,121.22,2756,2635,2595,0.68,0.97,-0.29,25.82%,41.43%,37.41%,45.04%,19.34%,19.41%
2014/1/9,119.5,120.5,117.5,118,119.6,122.55,119.63,121.07,1925,2654,2480,0.36,0.85,-0.49,19.51%,34.13%,37.41%,45.04%,19.23%,19.32%
2014/1/10,120,120,113,115.5,118.8,121.45,119.78,120.94,2490,2676,2527,-0.1,0.66,-0.75,18.21%,28.82%,30.67%,41.25%,18.70%,19.01%
2014/1/13,117,117,112,113,116.8,120.35,119.83,120.74,2280,2477,2394,-0.63,0.4,-1.03,14.10%,23.92%,25.22%,37.77%,18.48%,18.74%
2014/1/14,111.5,113.5,111,111.5,115.2,119,119.93,120.38,2728,2436,2457,-1.2,0.08,-1.28,10.33%,19.39%,22.36%,35.80%,17.89%,18.31%
2014/1/15,115,119,115,119,115.4,118.15,120.2,120.18,4133,2711,2673,-1.13,-0.16,-0.97,25.93%,21.57%,53.80%,50.03%,17.18%,17.75%
2014/1/16,121,121.5,118,120,115.8,117.7,120.6,119.93,5146,3355,3005,-0.92,-0.31,-0.61,39.51%,27.55%,56.61%,51.59%,15.95%,16.85%
2014/1/17,122,122.5,119,120,116.7,117.75,121,119.6,2328,3323,2999,-0.71,-0.39,-0.31,51.34%,35.48%,56.61%,51.59%,14.52%,15.69%
2014/1/20,120.5,121,118,118,117.7,117.25,120.93,119.3,1369,3141,2809,-0.66,-0.45,-0.21,53.67%,41.54%,48.17%,48.02%,14.66%,15.17%
2014/1/21,118,119.5,115.5,116,118.6,116.9,120.48,119.02,1561,2907,2672,-0.77,-0.51,-0.26,50.27%,44.45%,40.86%,44.65%,14.78%,14.97%
2014/1/22,118,118,115.5,117.5,118.3,116.85,120.1,118.74,1260,2333,2522,-0.83,-0.57,-0.25,52.36%,47.09%,47.97%,47.66%,14.55%,14.76%
2014/1/23,118.5,124.5,118,121.5,118.6,117.2,119.88,118.51,4338,2171,2763,-0.52,-0.56,0.05,60.83%,51.67%,62.42%,54.80%,13.92%,14.34%
2014/1/24,123.5,126.5,123,124.5,119.5,118.1,119.78,118.37,4462,2598,2961,-0.01,-0.45,0.44,69.59%,57.64%,69.94%,59.34%,13.47%,13.90%
2014/1/27,124.5,127,124.5,127,121.3,119.5,119.93,118.25,3695,3063,3102,0.53,-0.26,0.78,79.72%,65.00%,74.95%,62.74%,14.13%,14.02%
2014/2/5,127,132.5,127,128,123.7,121.15,120.08,118.3,4592,3669,3288,1.14,0.02,1.12,77.66%,69.22%,76.80%,64.05%,14.86%,14.44%
2014/2/6,128,128,122,122,124.6,121.45,119.8,118.27,4163,4250,3291,1.18,0.25,0.93,64.52%,67.65%,50.09%,52.05%,13.87%,14.16%
2014/2/7,124,125.5,122.5,124.5,125.2,121.9,119.8,118.42,2330,3848,3010,1.26,0.45,0.8,60.66%,65.32%,57.48%,55.82%,13.87%,14.01%
2014/2/10,128,131,128,128,125.9,122.7,120.23,118.65,3753,3707,3152,1.66,0.7,0.97,64.95%,65.20%,65.96%,60.55%,15.04%,14.53%
2014/2/11,132.5,133,128,128.5,126.2,123.75,120.5,119.02,3298,3627,3345,2.02,0.96,1.06,68.06%,66.15%,67.08%,61.19%,16.06%,15.29%
2014/2/12,129,137,127.5,137,128,125.85,121.38,119.49,7028,4114,3892,2.69,1.31,1.38,78.71%,70.34%,80.33%,70.25%,19.83%,17.56%
2014/2/13,141,146.5,139,144.5,132.5,128.55,122.7,120.12,8222,4926,4588,3.9,1.82,2.07,83.08%,74.59%,86.21%,75.70%,25.38%,21.47%
2014/2/14,146,151.5,143.5,149,137.4,131.3,124.25,120.8,7546,5969,4909,5.17,2.49,2.68,85.90%,78.36%,88.65%,78.31%,30.83%,26.15%
2014/2/17,151,152.5,148,150,141.8,133.85,125.98,121.5,3491,5917,4812,6.26,3.25,3.01,87.87%,81.53%,89.17%,78.85%,34.50%,30.32%
2014/2/18,149,149.5,144,149.5,146,136.1,127.8,122.19,3730,6003,4815,6.88,3.97,2.91,88.63%,83.90%,86.82%,77.78%,36.23%,33.27%
2014/2/19,151,159.5,151,159.5,150.5,139.25,130.2,123.02,4576,5513,4814,8.02,4.78,3.24,92.42%,86.74%,91.92%,82.87%,39.48%,36.38%
2014/2/20,163,169.5,159,162,154,143.25,132.35,123.87,9174,5703,5315,9.29,5.68,3.6,89.00%,87.49%,92.76%,83.88%,43.25%,39.82%
2014/2/21,166,168.5,161.5,168,157.8,147.6,134.75,124.73,5562,5307,5638,10.44,6.64,3.81,91.47%,88.82%,94.43%,86.03%,47.40%,43.61%
2014/2/24,170.5,179.5,170,178,163.4,152.6,137.65,125.78,6817,5972,5944,12.02,7.71,4.3,93.35%,90.33%,96.19%,88.76%,52.73%,48.17%
2014/2/25,178,178,171,174,168.3,157.15,140.45,126.76,3580,5942,5973,12.94,8.76,4.18,91.04%,90.57%,83.53%,81.79%,54.64%,51.41%
2014/2/26,186,186,186,186,173.6,162.05,143.95,127.93,1694,5365,5439,14.46,9.9,4.56,94.03%,91.72%,88.83%,85.51%,57.60%,54.50%
2014/2/27,192,194,188,192,179.6,166.8,147.68,129.12,6321,4795,5249,15.92,11.1,4.82,94.69%,92.71%,90.63%,86.97%,60.34%,57.42%
2014/3/3,182,187,179.5,182.5,182.5,170.15,150.73,130.13,4314,4545,4926,16.19,12.12,4.07,88.79%,91.40%,69.33%,74.12%,60.13%,58.78%
2014/3/4,185,190,183.5,183.5,183.6,173.5,153.68,131.13,3826,3947,4959,16.41,12.98,3.43,84.39%,89.06%,70.22%,74.55%,59.58%,59.18%
2014/3/5,187,189.5,181.5,187.5,186.3,177.3,156.7,132.2,3933,4018,4980,16.49,13.68,2.81,83.40%,87.18%,73.84%,76.28%,59.13%,59.15%
2014/3/6,186.5,186.5,179.5,184,185.9,179.75,159.5,133.24,4125,4504,4935,16.14,14.17,1.96,78.68%,84.34%,65.48%,71.64%,57.45%,58.30%
2014/3/7,185,193,181,182.5,184,181.8,162.53,134.26,5894,4418,4607,15.77,14.49,1.28,69.81%,79.50%,61.88%,69.66%,53.46%,55.88%
2014/3/10,180,180,170,171,181.7,182.1,164.85,134.94,4339,4423,4484,14.37,14.47,-0.1,47.93%,68.98%,41.09%,56.58%,48.38%,52.13%
2014/3/11,171,175.5,170.5,173,179.6,181.6,167.1,135.69,2833,4225,4086,13.1,14.19,-1.09,36.12%,58.02%,44.95%,58.07%,43.35%,47.74%
2014/3/12,170.5,175.5,170.5,174.5,177,181.65,169.4,136.53,2439,3926,3972,12.03,13.76,-1.74,30.33%,48.79%,48.01%,59.22%,37.41%,42.57%
2014/3/13,178,180.5,175,175,175.2,180.55,171.3,137.46,2760,3653,4078,11.25,13.26,-2.01,27.47%,41.68%,49.15%,59.62%,32.73%,37.65%
2014/3/14,174,174,164,166,171.9,177.95,172.38,138.21,5460,3566,3992,9.81,12.57,-2.76,20.61%,34.66%,33.42%,49.95%,29.42%,33.53%
2014/3/17,166,168,164,166,170.9,176.3,173.23,139.03,2155,3129,3776,8.45,11.75,-3.3,16.04%,28.45%,33.42%,49.95%,26.80%,30.17%
2014/3/18,169.5,171,166,167.5,169.8,174.7,174.1,139.95,3177,3198,3712,7.45,10.89,-3.44,14.72%,23.87%,38.17%,51.51%,23.95%,27.06%
2014/3/19,169.5,169.5,158,163,167.5,172.25,174.78,140.8,5028,3716,3821,6.21,9.95,-3.74,14.57%,20.77%,30.37%,46.75%,20.99%,24.02%
2014/3/20,159.5,167,158,167,165.9,170.55,175.15,141.76,2796,3723,3688,5.27,9.01,-3.74,23.05%,21.53%,42.83%,51.13%,19.82%,21.92%
2014/3/21,168.5,168.5,161,163,165.3,168.6,175.2,142.58,2602,3152,3359,4.41,8.09,-3.68,22.77%,21.95%,35.26%,46.92%,19.64%,20.78%
2014/3/24,162,162,154,156.5,163.4,167.15,174.63,143.33,2466,3214,3172,3.16,7.11,-3.95,18.33%,20.74%,26.22%,40.93%,21.56%,21.17%
2014/3/25,155.5,167,154,167,163.3,166.55,174.08,144.24,4608,3500,3349,2.66,6.22,-3.56,28.57%,23.35%,50.71%,51.77%,21.88%,21.52%
2014/3/26,167,170,163,167,164.1,165.8,173.73,145.03,3227,3140,3428,2.48,5.47,-2.99,40.71%,29.14%,50.71%,51.77%,22.21%,21.86%
2014/3/27,167,169.5,164,164,163.5,164.7,172.63,145.68,2256,3032,3378,2.2,4.82,-2.62,46.75%,35.01%,44.62%,48.73%,21.86%,21.86%
2014/3/28,164,167,159,159,162.7,164,170.98,146.25,2257,2963,3057,1.61,4.17,-2.57,40.97%,37.00%,35.97%,44.03%,20.50%,21.18%
2014/3/31,162,164,159,161.5,163.7,163.55,169.93,146.84,1852,2840,3027,1.16,3.57,-2.41,42.94%,38.98%,42.64%,46.83%,20.19%,20.68%
2014/4/1,161.5,161.5,156,158,161.9,162.6,168.65,147.37,3400,2598,3049,0.55,2.97,-2.42,36.96%,38.30%,36.29%,43.51%,19.82%,20.25%
2014/4/2,160.5,169,159.5,169,162.3,163.2,167.73,148.12,4049,2763,2951,0.73,2.52,-1.79,55.89%,44.17%,59.20%,54.56%,17.06%,18.66%
2014/4/3,171,175,169,171,163.7,163.6,167.08,148.88,4141,3140,3086,1.24,2.26,-1.02,64.24%,50.86%,62.17%,56.25%,14.77%,16.71%
2014/4/7,165,168,160,163.5,164.6,163.65,166.13,149.48,2196,3128,3045,1.01,2.01,-1,57.91%,53.21%,46.84%,48.80%,12.25%,14.48%
2014/4/8,160,162,157.5,159,164.1,163.9,165.53,150.06,1883,3134,2987,0.48,1.71,-1.23,43.87%,50.10%,39.77%,44.90%,12.53%,13.51%
2014/4/9,160.5,163.5,160.5,163.5,165.2,163.55,165.05,150.79,1074,2669,2634,0.32,1.43,-1.11,42.40%,47.53%,49.00%,49.32%,11.89%,12.70%
2014/4/10,165,169,160,160,163.4,162.85,164.33,151.41,3480,2555,2659,0.15,1.17,-1.02,35.29%,43.45%,42.87%,46.18%,10.98%,11.84%
2014/4/11,157,157.5,149,150.5,159.3,161.5,163.1,151.93,6316,2990,3065,-0.81,0.78,-1.59,25.45%,37.45%,30.46%,38.86%,11.69%,11.76%
2014/4/14,148,148,142.5,142.5,155.1,159.85,161.93,152.33,4128,3376,3252,-2.19,0.18,-2.37,16.97%,30.62%,23.56%,33.91%,16.03%,13.90%
2014/4/15,142.5,148,138.5,148,152.9,158.5,161.03,152.83,4329,3865,3500,-3.11,-0.48,-2.63,19.99%,27.08%,35.59%,39.67%,17.60%,15.75%
2014/4/16,148,148,143.5,147,149.6,157.4,160,153.36,2220,4095,3382,-3.73,-1.13,-2.61,21.09%,25.08%,34.41%,38.99%,18.85%,17.30%
2014/4/17,148.5,152.5,147,147,147,155.2,159.2,153.93,3589,4116,3336,-4.02,-1.71,-2.31,23.35%,24.50%,34.41%,38.99%,20.14%,18.72%
2014/4/18,148,149.5,145,145.5,146,152.65,158.13,154.49,1508,3155,3072,-4.36,-2.24,-2.12,23.22%,24.07%,32.11%,37.85%,21.08%,19.90%
2014/4/21,147,154,145,154,148.3,151.7,157.68,155.08,3627,3055,3215,-4.15,-2.62,-1.53,32.42%,26.85%,53.34%,47.41%,21.05%,20.48%
2014/4/22,154,159.5,153.5,155,149.7,151.3,157.6,155.66,6315,3452,3659,-3.61,-2.82,-0.79,39.64%,31.12%,55.31%,48.43%,21.11%,20.79%
2014/4/23,160,165,158.5,161,152.5,151.05,157.3,156.34,7829,4574,4334,-2.7,-2.79,0.09,54.73%,38.99%,65.74%,54.23%,20.54%,20.66%
2014/4/24,161,161.5,156,158.5,154.8,150.9,156.88,157.02,3208,4497,4307,-2.18,-2.67,0.49,61.64%,46.54%,58.87%,51.59%,19.82%,20.24%
2014/4/25,159,162.5,147.5,150,155.7,150.85,156.18,157.58,6274,5451,4303,-2.24,-2.58,0.35,55.56%,49.55%,41.27%,43.71%,19.80%,20.02%
2014/4/28,145,150,144,150,154.9,151.6,155.73,158.13,2147,5155,4105,-2.57,-2.58,0.01,47.12%,48.74%,41.27%,43.71%,20.07%,20.05%
2014/4/29,156,160.5,156,160.5,156,152.85,155.68,158.78,1902,4272,3862,-1.94,-2.45,0.52,57.60%,51.69%,61.66%,54.03%,19.99%,20.02%
2014/4/30,163.5,164.5,158,158,155.4,153.95,155.68,159.33,6744,4055,4314,-1.4,-2.24,0.84,60.62%,54.67%,56.10%,51.58%,19.99%,20.00%
2014/5/2,158,163.5,158,160,155.7,155.25,155.23,159.88,3118,4037,4267,-0.9,-1.97,1.07,65.81%,58.38%,59.60%,53.43%,18.65%,19.33%
2014/5/5,162.5,170.5,162.5,170.5,159.8,157.75,155.2,160.59,5616,3905,4678,0.15,-1.55,1.7,77.21%,64.66%,73.10%,61.78%,18.52%,18.92%
2014/5/6,172,172.5,166,169,163.6,159.25,155.48,161.38,4196,4315,4735,1.02,-1.04,2.05,80.71%,70.01%,69.14%,60.10%,19.53%,19.22%
2014/5/7,167,173,165,171,165.7,160.85,156.08,162.15,4824,4900,4586,1.76,-0.48,2.23,84.84%,74.95%,71.60%,61.62%,21.24%,20.23%
2014/5/8,163,163.5,159.5,160,166.1,160.75,155.9,162.68,5425,4636,4345,1.58,-0.07,1.64,74.95%,74.95%,46.90%,50.16%,20.95%,20.59%
2014/5/9,150,153,149,149,163.9,159.8,155.35,163.03,5965,5205,4621,0.56,0.06,0.5,55.72%,68.54%,33.17%,41.71%,21.22%,20.90%
2014/5/12,149,151,141.5,142.5,158.3,159.05,154.95,163.12,3147,4711,4308,-0.69,-0.09,-0.6,38.20%,58.43%,27.47%,37.62%,22.33%,21.62%
2014/5/13,145.5,146,138,144.5,153.4,158.5,155.05,163.12,2748,4422,4369,-1.75,-0.42,-1.33,31.66%,49.50%,31.80%,39.60%,21.97%,21.79%
2014/5/14,145,148,142.5,145,148.2,156.95,154.9,163.05,2004,3858,4379,-2.41,-0.82,-1.59,27.77%,42.26%,33.00%,40.12%,22.37%,22.08%
2014/5/15,144.5,149.5,144.5,149.5,146.1,156.1,155.03,163.04,1554,3084,3860,-2.66,-1.19,-1.47,29.47%,38.00%,43.69%,44.79%,22.10%,22.09%
2014/5/16,149,149,146,148,145.9,154.9,155.08,163.02,1291,2149,3677,-2.86,-1.52,-1.33,29.17%,35.05%,41.07%,43.56%,21.98%,22.04%
2014/5/19,150,152,147.5,147.5,146.9,152.6,155.18,162.82,1491,1818,3265,-2.91,-1.8,-1.11,28.49%,32.87%,40.11%,43.13%,21.71%,21.87%
2014/5/20,149.5,151,147,147.5,147.5,150.45,154.85,162.58,1316,1531,2977,-2.95,-2.03,-0.92,31.41%,32.38%,40.11%,43.13%,22.17%,22.02%
2014/5/21,148,148.5,143,143,147.1,147.65,154.25,162.16,1854,1501,2680,-3.25,-2.27,-0.98,32.05%,32.27%,30.76%,38.98%,23.24%,22.63%
2014/5/22,145,150.5,144.5,150.5,147.3,146.7,153.73,161.7,2685,1727,2406,-3.09,-2.44,-0.65,51.13%,38.56%,52.77%,48.06%,23.05%,22.84%
2014/5/23,152,153,150.5,150.5,147.8,146.85,153.33,161.31,2015,1872,2011,-2.75,-2.5,-0.25,61.87%,46.33%,52.77%,48.06%,23.00%,22.92%
2014/5/26,152,152.5,149,149.5,148.2,147.55,153.3,160.7,1628,1900,1859,-2.54,-2.51,-0.03,63.47%,52.04%,49.74%,46.95%,23.03%,22.97%
2014/5/27,151,157,150,152,149.1,148.3,153.4,160.03,3603,2357,1944,-2.13,-2.43,0.3,63.74%,55.94%,57.14%,50.09%,22.94%,22.96%
2014/5/28,154,155.5,152,152,150.9,149,152.98,159.53,1849,2356,1929,-1.78,-2.3,0.52,63.92%,58.60%,57.14%,50.09%,22.62%,22.79%
2014/5/29,152,153,152,152,151.2,149.25,152.68,159,1222,2063,1895,-1.53,-2.15,0.61,64.04%,60.41%,57.14%,50.09%,22.46%,22.62%
2014/5/30,153.5,154,148,149,150.9,149.35,152.13,158.36,1605,1981,1927,-1.5,-2.02,0.52,56.98%,59.27%,43.77%,45.86%,22.19%,22.41%
2014/6/3,148,150.5,145.5,146,150.2,149.2,150.9,157.73,1467,1949,1924,-1.7,-1.96,0.26,45.13%,54.56%,34.18%,41.99%,19.60%,21.00%
2014/6/4,145,150,145,147.5,149.3,149.2,149.83,157.14,1824,1593,1975,-1.8,-1.92,0.13,38.09%,49.07%,41.83%,44.54%,16.40%,18.70%
2014/6/5,147.5,150,146,146.5,148.2,149.55,148.6,156.73,1589,1541,1949,-1.87,-1.91,0.04,29.56%,42.56%,38.27%,43.16%,10.20%,14.45%
2014/6/6,145,145.5,136.5,136.5,145.1,148.15,147.43,156.13,4874,2272,2168,-2.59,-2.05,-0.54,19.71%,34.94%,18.94%,32.26%,10.08%,12.27%
2014/6/9,135,135,128.5,132,141.7,146.3,146.58,155.42,3491,2649,2315,-3.66,-2.37,-1.29,17.23%,29.04%,14.88%,28.70%,13.61%,12.94%
2014/6/10,132,135.5,130.5,134,139.3,144.75,146.15,154.73,1821,2720,2335,-4.34,-2.76,-1.57,18.28%,25.45%,23.61%,32.32%,15.42%,14.18%
2014/6/11,135,143,134.5,143,138.4,143.85,146.08,154.35,4098,3175,2384,-4.23,-3.06,-1.17,31.14%,27.35%,50.84%,45.83%,15.52%,14.85%
2014/6/12,144,146,139,139,136.9,142.55,145.78,153.9,2725,3402,2472,-4.11,-3.27,-0.84,34.48%,29.73%,42.72%,41.78%,16.11%,15.48%
2014/6/13,139,141.5,137.5,141,137.8,141.45,145.35,153.46,1298,2687,2479,-4,-3.41,-0.59,41.93%,33.79%,47.73%,44.46%,16.22%,15.85%
2014/6/16,142.5,147,140,143,140,140.85,145.1,153.13,3110,2610,2630,-3.63,-3.46,-0.18,50.43%,39.34%,52.69%,47.10%,16.21%,16.03%
2014/6/17,150,153,150,153,143.8,141.55,145.38,152.89,2233,2693,2706,-2.59,-3.28,0.7,66.96%,48.55%,69.87%,58.02%,16.82%,16.42%
2014/6/18,155,158,148.5,150,145.2,141.8,145.5,152.68,6716,3216,3196,-1.79,-2.99,1.2,68.93%,55.34%,61.79%,54.35%,16.99%,16.70%
2014/6/19,152,153,149,149.5,147.3,142.1,145.83,152.56,1734,3018,3210,-1.25,-2.64,1.39,69.68%,60.12%,60.40%,53.73%,17.03%,16.87%
2014/6/20,151,151.5,148.5,148.5,148.8,143.3,145.73,152.25,1239,3006,2847,-0.9,-2.29,1.39,68.27%,62.84%,57.29%,52.43%,16.88%,16.87%
2014/6/23,149.5,150.5,141,142,148.6,144.3,145.3,151.83,2057,2796,2703,-1.04,-2.04,1,56.15%,60.61%,40.89%,44.75%,16.79%,16.83%
2014/6/24,144,147,142.5,144.5,146.9,145.35,145.05,151.51,1768,2703,2698,-1.07,-1.85,0.77,48.82%,56.68%,47.79%,47.95%,16.61%,16.72%
2014/6/25,144,144,142,143,145.5,145.35,144.6,151.24,832,1526,2371,-1.22,-1.72,0.5,41.49%,51.62%,44.08%,46.20%,16.10%,16.41%
2014/6/26,144,148.5,143.5,145.5,144.7,146,144.28,150.98,1929,1565,2292,-1.1,-1.6,0.49,37.84%,47.03%,51.59%,49.55%,15.45%,15.93%
2014/6/27,147.5,147.5,143.5,145.5,144.1,146.45,143.95,150.77,685,1454,2230,-1.02,-1.48,0.46,34.05%,42.70%,51.59%,49.55%,14.72%,15.32%
2014/6/30,146.5,148,142.5,143.5,144.4,146.5,143.68,150.34,926,1228,2012,-1.03,-1.39,0.36,27.60%,37.67%,44.68%,46.77%,14.39%,14.85%
2014/7/1,145.5,146,143,145,144.5,145.7,143.63,149.91,1248,1124,1913,-1,-1.31,0.32,29.51%,34.95%,50.63%,49.11%,14.34%,14.60%
2014/7/2,147,147,141,142,144.3,144.9,143.35,149.55,1546,1267,1396,-1.1,-1.27,0.17,22.85%,30.92%,40.24%,44.82%,14.18%,14.39%
2014/7/3,141,143.5,140.5,142,143.6,144.15,143.13,149.27,1027,1086,1326,-1.25,-1.27,0.02,20.23%,27.36%,40.24%,44.82%,14.08%,14.23%
2014/7/4,142,146.5,140.5,145.5,143.6,143.85,143.58,148.97,1422,1234,1344,-1.15,-1.24,0.09,34.32%,29.68%,55.56%,50.78%,13.44%,13.83%
2014/7/7,146,147,143.5,145.5,144,144.2,144.25,148.73,701,1189,1208,-0.99,-1.19,0.2,43.71%,34.36%,55.56%,50.78%,11.19%,12.51%
2014/7/8,145.5,145.5,142.5,143.5,143.7,144.1,144.73,148.61,699,1079,1102,-0.98,-1.15,0.17,41.64%,36.79%,45.88%,47.31%,9.10%,10.81%
2014/7/9,143.5,144.5,140.5,141,143.5,143.9,144.63,148.58,1194,1009,1138,-1.13,-1.15,0.02,29.98%,34.52%,36.38%,43.27%,9.33%,10.07%
2014/7/10,131,134,130.5,133,141.7,142.65,144.33,148.33,1919,1187,1137,-1.95,-1.31,-0.65,24.75%,31.26%,20.26%,33.34%,11.24%,10.65%
2014/7/11,133.5,133.5,125.5,131,138.8,141.2,143.83,148.07,1574,1217,1226,-2.77,-1.6,-1.17,25.03%,29.18%,17.88%,31.37%,13.77%,12.21%
2014/7/14,132.5,140,132,140,137.7,140.85,143.68,147.95,3918,1861,1525,-2.76,-1.83,-0.93,39.17%,32.51%,49.73%,46.77%,13.98%,13.10%
