®É¶¡,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Vol,MA5,MA10,DIF,MACD9,OSC,K,D,RSIx6,RSIx12,BBand width,Band%EMA3,TaiwanAll
2017/2/10,74.7,75.3,74.3,74.5,74.38,74.41,75.89,78.39,7539,4798,5654,-0.75,-0.65,-0.1,31.40%,26.45%,46.57%,45.82%,10.05%,9.96%,9665.59
2017/2/13,75.3,75.8,74.3,74.4,74.26,74.47,75.81,78.19,4406,4499,4996,-0.71,-0.66,-0.05,35.38%,29.42%,45.47%,45.41%,10.20%,10.08%,9710.32
2017/2/14,75,75.2,73.7,74,74.24,74.39,75.78,78.06,4024,4563,5036,-0.71,-0.67,-0.04,33.58%,30.81%,40.85%,43.69%,10.32%,10.20%,9718.78
2017/2/15,74,74.3,73.3,73.7,74.1,74.2,75.63,77.86,4541,4723,5043,-0.74,-0.68,-0.05,29.80%,30.47%,37.42%,42.38%,10.54%,10.37%,9799.76
2017/2/16,73.7,74,71.7,72.6,73.84,74.08,75.32,77.68,8457,5793,5075,-0.83,-0.71,-0.12,27.18%,29.38%,27.34%,37.83%,10.44%,10.41%,9771.25
2017/2/17,72.7,73.3,71.5,71.6,73.26,73.82,74.97,77.43,8922,6070,5434,-0.96,-0.76,-0.19,18.90%,25.88%,21.12%,34.19%,10.48%,10.44%,9759.76
2017/2/18,72.1,72.1,71,71.3,72.64,73.45,74.57,77.16,7151,6619,5559,-1.09,-0.83,-0.26,14.68%,22.15%,19.53%,33.14%,10.01%,10.22%,9779.92
2017/2/20,71.4,73.2,71.4,72.2,72.28,73.26,74.28,76.9,5490,6912,5738,-1.11,-0.88,-0.23,18.12%,20.81%,36.75%,39.22%,9.40%,9.81%,9753.2
2017/2/21,72.5,72.9,71.5,72.1,71.96,73.03,73.91,76.65,3472,6698,5711,-1.13,-0.93,-0.2,19.72%,20.44%,35.73%,38.79%,7.23%,8.52%,9763.93
2017/2/22,72.6,73.7,72.4,73,72.04,72.94,73.73,76.42,5424,6092,5943,-1.06,-0.96,-0.1,27.04%,22.64%,50.54%,44.70%,6.49%,7.50%,9778.78
2017/2/23,73,73.2,71.8,71.8,72.08,72.67,73.54,76.15,4181,5144,5607,-1.06,-0.98,-0.08,24.37%,23.22%,36.92%,39.19%,6.49%,7.00%,9769.31
2017/2/24,71.5,71.7,70.5,71.1,72.04,72.34,73.41,75.87,7437,5201,5910,-1.13,-1.01,-0.12,21.51%,22.65%,31.06%,36.35%,7.10%,7.05%,9750.47
2017/3/1,70.7,71,69,69.3,71.46,71.87,73.13,75.56,9673,6037,6475,-1.29,-1.07,-0.23,16.34%,20.55%,20.85%,30.19%,8.42%,7.73%,9674.78
2017/3/2,70,70.8,69.5,70.8,71.2,71.58,72.89,75.32,7375,6818,6758,-1.34,-1.12,-0.22,23.66%,21.58%,40.43%,39.50%,8.28%,8.01%,9691.8
2017/3/3,70.5,71.3,69.8,71,70.8,71.42,72.75,75.06,5722,6878,6485,-1.34,-1.16,-0.17,29.96%,24.38%,42.70%,40.66%,8.51%,8.26%,9648.21
2017/3/6,70.8,70.8,70.2,70.4,70.52,71.3,72.56,74.82,3405,6722,5933,-1.34,-1.2,-0.14,29.90%,26.22%,37.55%,38.27%,8.77%,8.51%,9682.63
2017/3/7,70.6,71.5,70.5,71,70.5,71.27,72.36,74.63,3545,5944,5572,-1.29,-1.22,-0.07,34.12%,28.85%,45.45%,41.98%,8.41%,8.46%,9738.07
2017/3/8,70.9,71,69.7,70.2,70.68,71.07,72.17,74.5,3742,4758,5398,-1.29,-1.23,-0.06,31.26%,29.65%,37.80%,38.61%,8.51%,8.49%,9753.45
2017/3/9,70.3,71,69.9,70.3,70.58,70.89,71.96,74.39,3992,4081,5450,-1.27,-1.24,-0.03,31.15%,30.15%,39.33%,39.27%,8.32%,8.40%,9658.61
2017/3/10,70.5,71.1,69.9,70.7,70.52,70.66,71.8,74.28,3168,3570,5224,-1.22,-1.24,0.02,41.76%,34.02%,45.74%,42.02%,8.08%,8.24%,9627.89
2017/3/13,71,71.4,70.6,71.3,70.7,70.61,71.64,74.19,2956,3481,5102,-1.12,-1.21,0.09,58.51%,42.18%,54.41%,46.01%,7.34%,7.79%,9697.34
2017/3/14,71.2,71.3,70.6,70.8,70.66,70.58,71.46,74.05,2388,3249,4597,-1.06,-1.18,0.12,60.67%,48.35%,46.91%,43.30%,6.50%,7.15%,9744.21
2017/3/15,70.2,70.7,70.2,70.4,70.7,70.69,71.28,73.91,2586,3018,3888,-1.03,-1.15,0.12,53.41%,50.03%,41.44%,41.18%,5.75%,6.45%,9740.31
2017/3/16,70.5,72,70.5,70.7,70.78,70.68,71.13,73.83,5043,3228,3655,-0.95,-1.11,0.16,50.10%,50.06%,47.01%,43.45%,4.88%,5.67%,9837.83
2017/3/17,70.8,71.4,70.4,71.3,70.9,70.71,71.07,73.72,3666,3328,3449,-0.87,-1.06,0.19,56.59%,52.23%,56.86%,47.83%,4.51%,5.09%,9908.69
2017/3/20,71.3,71.7,70.7,70.8,70.8,70.75,71.03,73.62,2370,3211,3346,-0.8,-1.01,0.21,53.67%,52.71%,47.94%,44.68%,4.47%,4.78%,9912.97
2017/3/21,70.8,72.9,70.8,72.1,71.06,70.86,71.07,73.52,7233,4180,3714,-0.67,-0.94,0.28,60.22%,55.21%,65.04%,53.38%,4.65%,4.71%,9972.49
2017/3/22,71.9,73.3,71.4,72.7,71.52,71.11,71.09,73.44,6138,4890,3954,-0.51,-0.86,0.35,67.60%,59.34%,70.42%,56.80%,4.88%,4.79%,9922.66
2017/3/23,73.4,73.4,72,72.3,71.84,71.31,71.1,73.39,6604,5202,4215,-0.38,-0.76,0.38,66.94%,61.88%,62.70%,53.92%,4.95%,4.87%,9930.74
2017/3/24,72.4,73.3,72.4,72.8,72.14,71.52,71.09,73.4,4435,5356,4342,-0.25,-0.66,0.41,71.71%,65.15%,67.97%,56.90%,4.83%,4.85%,9902.98
2017/3/27,72.8,73.3,72.3,72.7,72.52,71.66,71.14,73.41,2362,5354,4283,-0.15,-0.55,0.41,73.85%,68.05%,65.74%,56.11%,5.15%,5.00%,9876.77
2017/3/28,73,73,70.2,70.9,72.28,71.67,71.13,73.37,4242,4756,4468,-0.19,-0.48,0.3,56.52%,64.21%,38.49%,44.08%,5.16%,5.08%,9876.45
2017/3/29,71.1,71.6,70.6,71.5,72.04,71.78,71.24,73.36,2679,4064,4477,-0.21,-0.43,0.22,51.22%,59.88%,47.24%,48.12%,4.60%,4.84%,9856.25
2017/3/30,72.3,72.8,71.5,71.5,71.88,71.86,71.27,73.35,2982,3340,4271,-0.19,-0.38,0.19,47.69%,55.82%,47.24%,48.12%,4.57%,4.70%,9848.15
2017/3/31,71.2,72,70.6,70.6,71.44,71.79,71.25,73.3,3698,3193,4274,-0.23,-0.35,0.12,35.96%,49.20%,36.14%,42.62%,4.63%,4.67%,9811.52
2017/4/5,70.7,71.2,69.3,70.8,71.06,71.79,71.27,73.25,7461,4212,4783,-0.3,-0.34,0.04,36.17%,44.86%,39.90%,44.17%,4.54%,4.61%,9949.48
2017/4/6,70.2,70.8,69.9,69.9,70.86,71.57,71.22,73.19,3559,4076,4416,-0.39,-0.35,-0.04,28.99%,39.57%,30.26%,39.00%,4.84%,4.72%,9897.8
2017/4/7,69.2,69.3,67.1,67.4,70.04,71.04,71.08,73.09,14687,6477,5271,-0.63,-0.41,-0.23,20.94%,33.36%,16.77%,28.80%,6.66%,5.69%,9873.37
2017/4/10,67.2,67.2,66,66.2,68.98,70.43,70.87,72.95,6840,7249,5295,-0.93,-0.51,-0.42,14.87%,27.20%,13.34%,25.33%,8.95%,7.32%,9882.54
2017/4/11,66.4,67.2,65.3,65.5,67.96,69.7,70.61,72.8,5594,7628,5410,-1.19,-0.65,-0.55,10.78%,21.72%,11.67%,23.52%,11.17%,9.24%,9832.42
2017/4/12,65.5,65.5,63.1,63.2,66.44,68.75,70.21,72.58,10569,8250,6231,-1.56,-0.83,-0.73,7.53%,16.99%,7.81%,18.74%,14.47%,11.85%,9817.68
2017/4/13,62.6,63.9,62.1,63.4,65.14,68,69.84,72.37,7332,9004,6540,-1.87,-1.04,-0.83,9.07%,14.35%,10.89%,20.28%,16.80%,14.33%,9836.68
2017/4/14,63,63.3,62.5,63,64.26,67.15,69.47,72.17,5231,7113,6795,-2.11,-1.25,-0.86,9.08%,12.59%,10.08%,19.47%,18.91%,16.62%,9732.93
2017/4/17,63,63.4,62.2,62.9,63.6,66.29,69.08,71.94,3403,6426,6837,-2.28,-1.46,-0.82,8.98%,11.39%,9.86%,19.27%,20.65%,18.64%,9716.4
2017/4/18,63.2,63.3,62.5,62.6,63.02,65.49,68.64,71.68,3462,5999,6814,-2.4,-1.65,-0.75,7.90%,10.23%,9.14%,18.61%,22.09%,20.36%,9746.56
2017/4/19,61,61.7,60,60.1,62.4,64.42,68.11,71.37,10505,5987,7118,-2.65,-1.85,-0.8,5.63%,8.69%,5.30%,14.24%,24.57%,22.47%,9639.94
2017/4/20,60.1,61.2,60.1,60.2,61.76,63.45,67.51,71.05,7487,6018,7511,-2.81,-2.04,-0.77,4.68%,7.36%,7.17%,15.11%,26.15%,24.31%,9632.69
2017/4/21,60.5,60.9,60.3,60.6,61.28,62.77,66.91,70.76,3853,5742,6428,-2.9,-2.21,-0.69,5.90%,6.87%,15.22%,18.71%,26.84%,25.57%,9717.41
2017/4/24,60.8,61,60.1,60.1,60.72,62.16,66.3,70.43,2524,5566,5996,-2.95,-2.36,-0.59,4.54%,6.09%,13.47%,17.69%,27.41%,26.49%,9717.95
2017/4/25,60.4,60.6,60.1,60.6,60.32,61.67,65.69,70.17,4011,5676,5838,-2.95,-2.48,-0.47,8.15%,6.78%,23.98%,22.32%,27.08%,26.78%,9841.71
2017/4/26,60.9,61.3,60.5,60.9,60.48,61.44,65.1,69.92,5626,4700,5343,-2.88,-2.56,-0.32,14.26%,9.27%,30.09%,25.09%,26.15%,26.47%,9856.45
2017/4/27,60.5,60.7,59.1,59.9,60.42,61.09,64.55,69.69,7171,4637,5327,-2.87,-2.62,-0.25,15.71%,11.42%,22.77%,22.21%,25.90%,26.18%,9860.62
2017/4/28,59.6,60.6,59.2,60.5,60.4,60.84,64,69.45,6166,5100,5421,-2.81,-2.66,-0.15,21.58%,14.81%,34.28%,27.64%,24.66%,25.42%,9872
2017/5/2,60.6,63.9,60.5,63.3,61.04,60.88,63.59,69.25,9878,6570,6068,-2.53,-2.63,0.11,43.56%,24.39%,64.18%,46.59%,22.34%,23.88%,9941.27
2017/5/3,63.2,63.2,62.1,62.2,61.36,60.84,63.17,69.06,5950,6958,6317,-2.3,-2.57,0.27,50.56%,33.11%,52.84%,41.89%,20.09%,21.98%,9955.33
2017/5/4,62,62.4,61.7,62.1,61.6,61.04,62.73,68.85,5445,6922,5811,-2.13,-2.48,0.35,54.54%,40.26%,51.85%,41.48%,16.89%,19.44%,9967.64
2017/5/5,62.6,63.6,62.2,62.2,62.06,61.24,62.35,68.64,12262,7940,6289,-1.93,-2.37,0.44,57.89%,46.13%,52.91%,42.10%,13.33%,16.38%,9899.94
2017/5/8,62.4,63.3,62.2,62.5,62.46,61.43,62.1,68.45,8145,8336,6718,-1.74,-2.24,0.5,62.20%,51.49%,56.40%,44.06%,11.11%,13.75%,9937.25
2017/5/9,63.5,63.7,62.7,63.3,62.46,61.75,61.96,68.26,6239,7608,7089,-1.53,-2.1,0.57,70.64%,57.87%,64.74%,49.07%,9.55%,11.65%,9915.48
2017/5/10,63.4,63.8,62.3,63.5,62.72,62.04,61.86,68.09,5690,7556,7257,-1.34,-1.95,0.61,77.65%,64.46%,66.65%,50.29%,8.35%,10.00%,9968.32
2017/5/11,64,65.8,63.9,65,63.3,62.45,61.95,67.93,10759,8619,7771,-1.05,-1.77,0.72,81.06%,70.00%,77.60%,58.40%,9.28%,9.64%,10001.48
2017/5/12,67.6,70.1,66.8,69.4,64.74,63.4,62.25,67.85,28150,11797,9868,-0.49,-1.51,1.02,84.94%,74.98%,89.61%,72.68%,13.85%,11.75%,9986.82
2017/5/15,69.6,72.5,69.5,71.4,66.52,64.49,62.67,67.8,16478,13463,10900,0.14,-1.18,1.32,86.57%,78.84%,91.96%,76.65%,18.76%,15.25%,10036.82
2017/5/16,71.2,72.1,70,70.5,67.96,65.21,63.05,67.75,10778,14371,10990,0.59,-0.83,1.42,84.87%,80.85%,81.95%,71.54%,21.57%,18.41%,10031.49
2017/5/17,70,70.5,69.5,70.3,69.32,66.02,63.43,67.71,6931,14619,11088,0.89,-0.48,1.38,82.79%,81.50%,79.63%,70.41%,23.62%,21.01%,10013.67
2017/5/18,69,70.3,68.4,70.2,70.36,66.83,63.94,67.69,5098,13487,11053,1.09,-0.17,1.26,81.09%,81.36%,78.31%,69.80%,24.64%,22.83%,9969.45
2017/5/19,70.2,70.9,69.7,70,70.48,67.61,64.43,67.67,3758,8609,10203,1.26,0.12,1.14,79.22%,80.65%,75.30%,68.52%,25.15%,23.99%,9947.62
2017/5/22,70,70,68.7,69.3,70.06,68.29,64.86,67.62,6175,6548,10006,1.31,0.36,0.96,75.69%,78.99%,64.84%,64.02%,25.19%,24.59%,9997.26
2017/5/23,68.7,69.3,68.4,68.5,69.66,68.81,65.28,67.56,3941,5181,9776,1.29,0.54,0.75,68.29%,75.43%,54.46%,59.17%,24.54%,24.56%,10007.84
2017/5/24,68.7,70.7,68.7,69.3,69.46,69.39,65.72,67.5,7781,5351,9985,1.32,0.7,0.62,60.15%,70.33%,61.80%,62.28%,24.01%,24.28%,10044.42
2017/5/25,69.7,70.3,69.5,69.9,69.4,69.88,66.17,67.47,5073,5346,9416,1.36,0.83,0.53,52.29%,64.32%,66.64%,64.50%,23.47%,23.88%,10108.49
2017/5/26,70.2,71.1,69.7,70.8,69.56,70.02,66.71,67.46,9999,6594,7601,1.43,0.95,0.48,56.48%,61.71%,72.83%,67.61%,22.34%,23.11%,10101.95
2017/5/31,71.4,71.5,70,70,69.7,69.88,67.19,67.47,6328,6624,6586,1.46,1.05,0.4,54.86%,59.42%,60.79%,62.31%,20.86%,21.98%,10040.72
2017/6/1,70,70.8,69.9,70.6,70.12,69.89,67.55,67.47,3730,6582,5881,1.47,1.14,0.33,60.23%,59.69%,65.87%,64.59%,20.49%,21.23%,10087.42
2017/6/2,70.9,70.9,69.9,70,70.26,69.86,67.94,67.45,3618,5750,5550,1.43,1.2,0.24,57.36%,58.91%,57.01%,60.60%,19.25%,20.24%,10152.53
2017/6/3,70.3,70.9,70,70.8,70.44,69.92,68.38,67.46,1354,5006,5176,1.43,1.24,0.19,64.04%,60.62%,64.62%,63.85%,17.74%,18.99%,10158.15
2017/6/5,71.3,72,70.7,71,70.48,70.02,68.82,67.46,5773,4161,5377,1.45,1.28,0.17,66.77%,62.67%,66.41%,64.64%,15.86%,17.43%,10226.84
2017/6/6,71,71.4,70.6,71.4,70.76,70.23,69.26,67.48,5336,3962,5293,1.45,1.32,0.14,71.79%,65.71%,70.04%,66.26%,13.65%,15.54%,10206.18
2017/6/7,71.4,71.4,69.8,70.4,70.72,70.42,69.62,67.48,7423,4701,5642,1.38,1.33,0.05,59.86%,63.76%,52.90%,58.91%,11.13%,13.33%,10209.99
2017/6/8,70.4,71.3,70.2,70.9,70.9,70.58,69.99,67.48,4248,4827,5288,1.34,1.33,0.01,57.30%,61.61%,58.93%,61.25%,7.72%,10.53%,10225.78
2017/6/9,71.4,71.6,70.3,70.3,70.8,70.62,70.25,67.47,7228,6002,5504,1.27,1.32,-0.05,45.77%,56.33%,49.76%,57.00%,4.10%,7.31%,10199.65
2017/6/12,69.5,70,68.5,69.5,70.5,70.49,70.26,67.45,6111,6069,5115,1.1,1.28,-0.17,40.04%,50.90%,39.83%,51.77%,4.06%,5.69%,10109.96
2017/6/13,69.5,70.4,69.2,69.6,70.14,70.45,70.17,67.43,2763,5555,4758,0.99,1.22,-0.23,37.17%,46.32%,41.58%,52.36%,3.86%,4.77%,10128.15
2017/6/14,69.8,70,67.3,68.1,69.68,70.2,70.05,67.39,6563,5383,5042,0.78,1.13,-0.35,30.45%,41.03%,27.31%,43.55%,4.61%,4.69%,10072.46
2017/6/15,68.2,69.5,67.5,69.4,69.38,70.14,70,67.36,3869,5307,5067,0.65,1.04,-0.38,35.20%,39.09%,46.43%,51.30%,4.66%,4.68%,10088.35
2017/6/16,69.7,69.9,68.8,69.2,69.16,69.98,69.95,67.33,5765,5014,5508,0.57,0.94,-0.37,38.19%,38.79%,44.28%,50.15%,4.76%,4.72%,10156.73
2017/6/19,69.3,70.8,69.3,70.3,69.32,69.91,69.97,67.3,5327,4857,5463,0.57,0.87,-0.29,48.72%,42.10%,57.33%,56.08%,4.78%,4.75%,10250.6
2017/6/20,70.4,70.8,69.9,70.4,69.48,69.81,70.02,67.26,4277,5160,5357,0.59,0.81,-0.23,56.51%,46.90%,58.39%,56.59%,4.72%,4.74%,10324.46
2017/6/21,70.3,70.8,69.6,70.5,69.96,69.82,70.12,67.23,3552,4558,4970,0.59,0.77,-0.18,62.48%,52.09%,59.60%,57.14%,4.31%,4.52%,10349.72
2017/6/22,70.5,71.5,70.5,70.8,70.24,69.81,70.2,67.2,4789,4742,5024,0.62,0.74,-0.12,69.43%,57.87%,63.42%,58.83%,4.24%,4.38%,10399.06
2017/6/23,70.6,71.2,70.4,70.9,70.58,69.87,70.25,67.17,3920,4373,4694,0.64,0.72,-0.08,74.86%,63.53%,64.75%,59.41%,4.30%,4.34%,10377.7
2017/6/26,71.2,72.8,70.8,72.4,71,70.16,70.33,67.19,9839,5275,5066,0.75,0.72,0.02,80.81%,69.29%,78.72%,67.05%,5.03%,4.69%,10513.96
2017/6/27,72.3,72.5,71.6,72,71.32,70.4,70.43,67.2,9094,6239,5700,0.82,0.74,0.07,82.18%,73.59%,69.86%,63.57%,5.41%,5.05%,10512.06
2017/6/28,71.5,71.6,70.9,70.9,71.4,70.68,70.44,67.19,4448,6418,5488,0.79,0.75,0.03,72.29%,73.15%,50.94%,55.01%,5.44%,5.24%,10390.55
2017/6/29,71.6,72.4,71,71.3,71.5,70.87,70.51,67.2,4745,6409,5576,0.79,0.76,0.03,67.24%,71.18%,56.13%,57.29%,5.50%,5.37%,10421.65
2017/6/30,70.9,71,70.2,70.7,71.46,71.02,70.5,67.2,3024,6230,5302,0.71,0.75,-0.04,56.28%,66.22%,47.16%,52.90%,5.49%,5.43%,10395.07
2017/7/3,70.7,70.9,70.2,70.5,71.08,71.04,70.48,67.21,3795,5021,5148,0.63,0.73,-0.09,46.90%,59.78%,44.32%,51.46%,5.46%,5.44%,10412.79
2017/7/4,70.4,71.3,70,70.2,70.72,71.02,70.42,67.26,5095,4221,5230,0.56,0.69,-0.14,33.65%,51.07%,40.00%,49.28%,5.33%,5.39%,10347.78
2017/7/5,70.4,71.7,70.1,71.5,70.84,71.12,70.47,67.35,7025,4737,5577,0.55,0.66,-0.11,40.29%,47.47%,60.20%,57.76%,5.49%,5.44%,10404.79
2017/7/6,71.5,72,71.1,71.8,70.94,71.22,70.52,67.45,6447,5077,5743,0.58,0.65,-0.07,48.29%,47.74%,63.59%,59.47%,5.71%,5.58%,10368.2
2017/7/7,71.6,72.1,71.1,71.7,71.14,71.3,70.59,67.59,4375,5347,5789,0.59,0.64,-0.04,54.86%,50.12%,61.49%,58.61%,5.88%,5.73%,10297.25
2017/7/10,71.9,72.2,71.3,71.6,71.36,71.22,70.69,67.73,3269,5242,5132,0.6,0.63,-0.03,58.79%,53.01%,59.15%,57.69%,5.82%,5.78%,10289.91
2017/7/11,72.6,76.5,72.6,76.2,72.56,71.64,71.02,67.95,23580,8939,6580,0.89,0.68,0.21,70.99%,59.00%,86.83%,76.24%,8.74%,7.26%,10415.57
2017/7/12,77.5,77.5,76.2,76.2,73.5,72.17,71.43,68.17,13763,10287,7512,1.2,0.79,0.42,74.88%,64.30%,86.83%,76.24%,9.96%,8.61%,10420.68
2017/7/13,76.5,78,76.2,77.3,74.6,72.77,71.82,68.42,10596,11117,8097,1.49,0.93,0.56,80.34%,69.64%,89.32%,78.87%,11.85%,10.23%,10460.15
2017/7/14,77.4,78.5,76.6,77.4,75.74,73.44,72.23,68.71,10061,12254,8801,1.71,1.08,0.63,82.58%,73.96%,89.54%,79.10%,13.07%,11.65%,10443.91
2017/7/17,77.7,77.8,75.9,76,76.62,73.99,72.52,68.97,8596,13319,9281,1.79,1.23,0.56,78.47%,75.46%,66.83%,67.83%,13.53%,12.59%,10457.54
2017/7/18,76.1,76.9,76,76.1,76.6,74.58,72.8,69.23,5537,9711,9325,1.82,1.34,0.47,74.83%,75.25%,67.54%,68.18%,13.85%,13.22%,10481.26
2017/7/19,76.7,78.5,76.5,77,76.76,75.13,73.13,69.51,9017,8761,9524,1.89,1.45,0.44,76.46%,75.65%,73.60%,71.28%,14.33%,13.77%,10506.1
2017/7/20,77.6,78.3,77.1,77.6,76.82,75.71,73.47,69.79,4200,7482,9299,1.96,1.56,0.41,80.14%,77.15%,77.04%,73.18%,14.89%,14.33%,10499.36
2017/7/21,77.1,77.5,76.3,77.4,76.82,76.28,73.79,70.07,4395,6349,9301,1.96,1.64,0.32,80.55%,78.28%,73.23%,71.46%,15.16%,14.74%,10436.7
2017/7/24,77.5,78.3,77.5,77.7,77.16,76.89,74.06,70.36,4195,5469,9394,1.98,1.71,0.28,76.78%,77.78%,75.42%,72.52%,15.67%,15.21%,10461.28
2017/7/25,78.3,81.3,78.3,79.7,77.88,77.24,74.44,70.68,14145,7190,8451,2.13,1.79,0.34,74.64%,76.73%,85.13%,78.34%,16.69%,15.95%,10463.15
2017/7/26,81,81,79.5,79.5,78.38,77.57,74.87,70.95,5861,6559,7660,2.24,1.88,0.36,71.98%,75.15%,81.28%,76.57%,16.99%,16.47%,10419.11
2017/7/27,79.6,80,78.6,79.2,78.7,77.76,75.27,71.24,4364,6592,7037,2.25,1.95,0.29,68.36%,72.89%,75.15%,73.84%,17.03%,16.75%,10508.37
2017/7/28,78.9,80.5,78.9,79.3,79.08,77.95,75.7,71.52,3417,6396,6373,2.25,2.01,0.23,66.33%,70.70%,75.88%,74.18%,16.58%,16.67%,10423.05
2017/7/31,79.2,79.7,78.2,78.4,79.22,78.19,76.09,71.79,3967,6351,5910,2.15,2.04,0.11,58.22%,66.54%,57.65%,65.89%,15.51%,16.09%,10427.33
2017/8/1,78.7,79.9,78.2,79.9,79.26,78.57,76.58,72.08,4721,4466,5828,2.12,2.06,0.06,62.81%,65.30%,71.40%,71.65%,14.27%,15.18%,10437.29
2017/8/2,80.7,80.7,79.3,79.5,79.26,78.82,76.98,72.35,3648,4023,5291,2.09,2.06,0.03,63.21%,64.60%,64.68%,68.30%,13.19%,14.19%,10519.27
2017/8/3,79.4,79.6,78.7,79.2,79.26,78.98,77.35,72.62,2438,3638,5115,2,2.05,-0.05,57.05%,62.08%,59.63%,65.78%,11.81%,13.00%,10469.88
2017/8/4,79.1,80.5,78.8,79.2,79.24,79.16,77.72,72.85,2926,3540,4968,1.93,2.03,-0.1,48.79%,57.65%,59.63%,65.78%,9.84%,11.42%,10506.56
2017/8/7,79.3,80.5,78.8,80.3,79.62,79.42,78.16,73.03,5529,3852,5102,1.89,2,-0.11,57.52%,57.61%,71.41%,70.52%,7.10%,9.26%,10579.38
2017/8/8,81.1,82,80.3,80.7,79.78,79.52,78.38,73.19,7489,4406,4436,1.92,1.98,-0.07,60.28%,58.50%,74.64%,72.06%,7.23%,8.25%,10568.97
2017/8/9,80.7,80.8,79.1,79.4,79.76,79.51,78.54,73.34,5202,4717,4370,1.82,1.95,-0.13,50.71%,55.90%,51.81%,60.82%,6.83%,7.54%,10470.38
2017/8/10,79.4,79.8,76.5,76.9,79.3,79.28,78.52,73.45,6980,5625,4632,1.54,1.87,-0.32,36.23%,49.35%,30.38%,45.82%,6.94%,7.24%,10329.74
2017/8/11,75,76.6,74.9,76.2,78.7,78.97,78.46,73.55,7877,6615,5078,1.19,1.73,-0.54,30.26%,42.98%,26.67%,42.62%,7.31%,7.27%,10329.57
2017/8/14,77,77.5,75.3,75.6,77.76,78.69,78.44,73.64,9458,7401,5627,0.9,1.57,-0.67,23.46%,36.48%,23.69%,40.00%,7.50%,7.39%,10225.28
2017/8/15,76.2,76.2,74,74.9,76.6,78.19,78.38,73.73,15516,9007,6706,0.58,1.37,-0.79,19.39%,30.78%,20.49%,37.09%,8.09%,7.74%,10311.16
2017/8/16,70.5,71.1,69.1,69.4,74.6,77.18,78,73.75,8280,9622,7170,-0.09,1.08,-1.17,13.70%,25.09%,9.01%,22.87%,12.88%,10.31%,10290.39
2017/8/17,69.7,71.1,69.5,70.9,73.4,76.35,77.67,73.78,6196,9465,7545,-0.55,0.75,-1.3,13.79%,21.32%,23.11%,30.77%,15.20%,12.75%,10369.37
2017/8/18,70.1,70.1,69.1,69.3,72.02,75.36,77.26,73.77,5575,9005,7810,-0.99,0.4,-1.4,9.71%,17.45%,19.29%,27.49%,17.96%,15.36%,10321.33
2017/8/21,69.4,69.7,68,68.2,70.54,74.15,76.79,73.72,3866,7887,7644,-1.4,0.04,-1.45,6.99%,13.96%,16.97%,25.46%,20.78%,18.07%,10326.39
2017/8/22,68.6,70.5,68.6,68.9,69.34,72.97,76.25,73.7,4983,5780,7393,-1.65,-0.3,-1.36,7.20%,11.71%,23.95%,29.10%,22.44%,20.25%,10392.07
2017/8/23,69.3,69.8,68.7,68.7,69.2,71.9,75.71,73.67,3421,4808,7215,-1.85,-0.61,-1.24,7.26%,10.23%,23.27%,28.66%,23.82%,22.04%,10406.81
2017/8/24,68.9,69.6,68.7,68.9,68.8,71.1,75.19,73.65,2844,4138,6802,-1.98,-0.88,-1.1,8.00%,9.48%,25.77%,29.81%,24.82%,23.43%,10488.96
2017/8/25,69.7,70,68.8,68.8,68.7,70.36,74.67,73.62,3769,3777,6391,-2.05,-1.12,-0.94,8.58%,9.18%,25.28%,29.55%,25.52%,24.47%,10515.51
2017/8/28,68.8,69.4,68.1,68.2,68.7,69.62,74.16,73.57,4383,3880,5883,-2.14,-1.32,-0.82,7.87%,8.75%,22.22%,27.96%,26.32%,25.40%,10525.98
2017/8/29,68.2,69.8,67.5,69,68.72,69.03,73.61,73.53,4217,3727,4753,-2.15,-1.49,-0.66,19.14%,12.21%,34.84%,33.20%,26.17%,25.78%,10496.57
2017/8/30,68.9,69.7,68.7,69,68.78,68.99,73.09,73.51,3066,3656,4232,-2.11,-1.61,-0.5,29.42%,17.95%,34.84%,33.20%,25.82%,25.80%,10569.4
2017/8/31,69.2,69.5,68.7,68.7,68.74,68.77,72.56,73.47,2388,3565,3851,-2.08,-1.71,-0.37,32.95%,22.95%,32.03%,32.15%,25.30%,25.55%,10585.78
2017/9/1,69,69.6,68.9,68.9,68.76,68.73,72.05,73.45,2426,3296,3536,-2.01,-1.77,-0.24,37.52%,27.81%,36.15%,33.67%,24.37%,24.96%,10594.82
2017/9/4,68.7,68.8,68.1,68.2,68.76,68.73,71.44,73.43,1841,2788,3334,-2,-1.81,-0.18,34.35%,29.99%,28.82%,31.02%,22.56%,23.76%,10569.87
2017/9/5,68,68.1,66.3,66.8,68.32,68.52,70.75,73.38,8233,3591,3659,-2.07,-1.86,-0.2,27.40%,29.13%,19.39%,26.48%,20.02%,21.89%,10617.84
2017/9/6,66.3,66.4,64.8,65.6,67.64,68.21,70.06,73.34,7650,4508,4082,-2.21,-1.93,-0.28,23.40%,27.22%,14.50%,23.29%,17.73%,19.81%,10547.86
2017/9/7,66,66.8,66,66.7,67.24,67.99,69.55,73.3,3477,4725,4145,-2.22,-1.99,-0.23,28.26%,27.57%,33.05%,31.54%,15.86%,17.83%,10538.51
