丁,秨絃基,程蔼基,程基,Μ絃基,SMA5,SMA10,SMA20,SMA60,Θユ秖,MA5,MA10,DIF12-26,MACD9,OSC,"K(9,3)","D(9,3)"
2013/12/5,8430.53,8437.6,8362.39,8375.54,8401.51,8321.82,8249.87,8292.47,780.84,770.03,768.48,31.08,5.92,25.16,84.58%,82.32%
2013/12/6,8372.61,8410.19,8361.99,8367.72,8393.68,8346.91,8256.78,8295.11,790.98,756.63,781.71,32.39,11.21,21.18,80.42%,81.68%
2013/12/9,8439.76,8477.87,8433.81,8444.62,8399.69,8372.62,8269.88,8298.77,834.67,786.99,798.68,38.9,16.75,22.15,81.36%,81.58%
2013/12/10,8451.81,8459.49,8421.59,8443.39,8409.85,8392.16,8282.29,8303.35,728.05,788.64,781.15,42.89,21.98,20.92,80.26%,81.14%
2013/12/11,8450.96,8501.77,8413.52,8433.77,8413.01,8405.95,8298.76,8308.21,840.39,794.99,790.62,45.83,26.75,19.08,70.63%,77.63%
2013/12/12,8405.62,8406.93,8361.33,8361.33,8410.17,8405.84,8310.08,8309.97,672.54,773.33,771.68,41.79,29.76,12.04,47.08%,67.45%
2013/12/13,8355.01,8391.82,8346.83,8376.94,8412.01,8402.85,8320.08,8312.09,722.05,759.54,758.09,38.18,31.44,6.74,37.87%,57.59%
2013/12/16,8368.83,8374.21,8313.87,8313.87,8385.86,8392.77,8326.2,8313.84,668.54,726.31,756.65,31.4,31.43,-0.04,25.24%,46.81%
2013/12/17,8351.98,8384.26,8351.98,8352.93,8367.77,8388.81,8330.83,8314.84,700.57,720.82,754.73,28.24,30.79,-2.55,23.76%,39.12%
2013/12/18,8361.75,8375.52,8333.31,8349.04,8350.82,8381.92,8338.06,8315.67,757.76,704.29,749.64,24.74,29.58,-4.84,22.08%,33.44%
2013/12/19,8400.39,8426.08,8378.78,8407.4,8360.04,8385.1,8353.46,8317.73,801.04,729.99,751.66,25.96,28.86,-2.9,31.31%,32.73%
2013/12/20,8400.21,8439.37,8392.38,8408.53,8366.35,8389.18,8368.05,8321.46,834.05,752.39,755.97,27.21,28.53,-1.32,37.67%,34.38%
2013/12/23,8441.16,8477.47,8441.16,8456.46,8394.87,8390.37,8381.49,8325.22,783.97,775.48,750.9,31.51,29.13,2.39,50.41%,39.72%
2013/12/24,8473.02,8478.09,8450.49,8450.49,8414.38,8391.08,8391.62,8329.83,619.18,759.2,740.01,34.49,30.2,4.29,61.34%,46.93%
2013/12/25,8461.49,8484.05,8457.87,8467.76,8438.13,8394.48,8400.21,8334.51,584.15,724.48,714.39,37.38,31.64,5.75,71.03%,54.96%
2013/12/26,8467.73,8492.71,8465.85,8485.89,8453.83,8406.93,8406.38,8339,557.51,675.77,702.88,40.28,33.36,6.91,79.42%,63.11%
2013/12/27,8490.73,8543.5,8488.44,8535.04,8479.13,8422.74,8412.79,8341.94,759.97,660.96,706.68,45.51,35.79,9.72,84.94%,70.39%
2013/12/30,8552.13,8623.43,8552.13,8623.43,8512.52,8453.7,8423.24,8346.25,885.03,681.17,728.32,55.48,39.73,15.75,89.96%,76.91%
2013/12/31,8636.5,8647.24,8593.75,8611.51,8544.73,8479.56,8434.18,8350.88,850.33,727.4,743.3,63.49,44.48,19.01,88.87%,80.90%
2014/1/2,8618.6,8632.81,8587.54,8612.54,8573.68,8505.91,8443.91,8354.83,921.15,794.8,759.64,68.68,49.32,19.35,88.04%,83.28%
2014/1/3,8584.74,8584.74,8537.86,8546.54,8585.81,8519.82,8452.46,8358.19,934.81,870.26,773.02,67.37,52.93,14.44,75.74%,80.77%
2014/1/6,8553,8568.24,8488.64,8500.01,8578.81,8528.97,8459.07,8360.7,960.96,910.46,785.71,62.41,54.83,7.58,58.88%,73.47%
2014/1/7,8515.36,8547.19,8512.3,8512.3,8556.58,8534.55,8462.46,8364.68,971.82,927.81,804.49,58.36,55.53,2.83,48.84%,65.26%
2014/1/8,8548.61,8587.08,8548.61,8556.01,8545.48,8545.1,8468.09,8367.81,1172.22,992.19,859.8,57.78,55.98,1.8,49.13%,59.88%
2014/1/9,8555.8,8569.11,8506.02,8514.68,8525.91,8549.8,8472.14,8370.85,1353.78,1078.72,936.76,53.82,55.55,-1.73,38.26%,52.67%
2014/1/10,8559.18,8559.18,8521.5,8529.35,8522.47,8554.14,8480.54,8373.43,1007.38,1093.23,981.74,50.79,54.6,-3.81,34.06%,46.47%
2014/1/13,8587.49,8607.23,8558.96,8566.2,8535.71,8557.26,8490,8375.51,942.44,1089.53,999.99,51.02,53.88,-2.87,39.01%,43.98%
2014/1/14,8545.46,8568.31,8523.46,8548.14,8542.88,8549.73,8501.71,8377.66,839.23,1063.01,995.41,48.41,52.79,-4.38,39.76%,42.58%
2014/1/15,8567.81,8619.56,8567.81,8602.55,8552.18,8548.83,8514.19,8380.73,1172.34,1063.03,1027.61,49.89,52.21,-2.32,55.51%,46.89%
2014/1/16,8653.54,8668.95,8610.24,8612.11,8571.67,8548.79,8527.35,8384.37,1091.94,1010.67,1044.69,52.69,52.31,0.39,59.83%,51.20%
2014/1/17,8628.49,8628.86,8580.49,8596,8585,8553.74,8536.78,8387.41,1068.98,1022.99,1058.11,52.25,52.3,-0.04,58.30%,53.57%
2014/1/20,8595.59,8636.21,8584.5,8621.56,8596.07,8565.89,8547.43,8391.99,973.98,1029.29,1059.41,52.56,52.35,0.21,62.50%,56.55%
2014/1/21,8639.71,8650.14,8599.9,8599.9,8606.42,8574.65,8554.6,8395.2,1068.93,1075.23,1069.12,51.92,52.26,-0.34,60.88%,57.99%
2014/1/22,8598.98,8633.57,8596.99,8625.3,8610.97,8581.58,8563.34,8398.6,927.16,1026.2,1044.62,51.46,52.1,-0.64,64.05%,60.01%
2014/1/23,8644.56,8647.87,8595.1,8595.1,8607.57,8589.62,8569.71,8400.77,886.7,985.15,997.91,49.55,51.59,-2.04,59.11%,59.71%
2014/1/24,8581.49,8608.64,8577.14,8598.31,8608.03,8596.52,8575.33,8403.24,837.44,938.84,980.91,46.48,50.57,-4.09,56.56%,58.66%
2014/1/27,8519.48,8519.48,8442.19,8462.57,8576.24,8586.15,8571.71,8404.48,1004.17,944.88,987.09,33.65,47.19,-13.53,40.70%,52.67%
2014/2/5,8290.17,8313.83,8230.46,8264.48,8509.15,8557.79,8553.76,8402.98,1358.03,1002.7,1038.97,7,39.15,-32.15,29.72%,45.02%
2014/2/6,8286.16,8333.56,8284.77,8311.01,8446.29,8528.63,8538.73,8403.8,1043.84,1026.04,1026.12,-10.63,29.19,-39.82,26.21%,38.75%
2014/2/7,8383.99,8409.03,8356.93,8387.35,8404.74,8506.16,8527.47,8405.55,976.34,1043.96,1014.56,-18.33,19.69,-38.02,29.94%,35.81%
2014/2/10,8416.42,8447.02,8391.95,8391.95,8363.47,8485.75,8519.74,8407.36,799.06,1036.29,987.57,-22.52,11.25,-33.76,32.78%,34.80%
2014/2/11,8413.86,8439.33,8401.54,8430.56,8357.07,8466.65,8516.27,8410.71,805.95,996.64,970.76,-23.96,4.21,-28.17,37.83%,35.81%
2014/2/12,8471.51,8510.87,8471.51,8510.87,8406.35,8457.75,8516.2,8416.18,974.59,919.96,961.33,-18.79,-0.39,-18.4,47.62%,39.75%
2014/2/13,8506.22,8511.02,8467.7,8467.7,8437.69,8441.99,8511.78,8420.72,766.88,864.56,945.3,-16.33,-3.58,-12.75,52.65%,44.05%
2014/2/14,8524.54,8566.99,8508.24,8513.68,8462.95,8433.85,8511.73,8427.54,908.75,851.04,947.5,-10.45,-4.95,-5.5,63.16%,50.42%
2014/2/17,8537.83,8558.5,8512.6,8519.55,8488.47,8425.97,8511.24,8433.95,732.26,837.68,936.99,-5.57,-5.08,-0.5,70.74%,57.19%
2014/2/18,8530.81,8556.23,8506.06,8556.23,8513.61,8435.34,8510.75,8440.27,734.63,823.42,910.03,-0.4,-4.14,3.74,79.22%,64.54%
2014/2/19,8565.06,8577.01,8543.15,8577.01,8526.83,8466.59,8512.19,8446.7,866,801.7,860.83,5.64,-2.19,7.82,86.15%,71.74%
2014/2/20,8555.27,8567.5,8513.08,8524.62,8538.22,8487.95,8508.29,8451.11,959.93,840.31,852.44,7.42,-0.27,7.69,81.33%,74.94%
2014/2/21,8571.29,8612.08,8571.29,8601.86,8555.85,8509.4,8507.78,8457.73,948.74,848.31,849.68,13.87,2.56,11.31,85.93%,78.60%
2014/2/24,8603.61,8612.21,8541.65,8560.61,8564.07,8526.27,8506.01,8465.42,862.07,874.27,855.98,16.53,5.36,11.17,78.72%,78.64%
2014/2/25,8581.14,8598.73,8564.51,8575.62,8567.94,8540.78,8503.71,8473.06,920.63,911.47,867.45,19.21,8.13,11.08,77.37%,78.22%
2014/2/26,8569.04,8626.68,8563.87,8600.86,8572.71,8549.77,8503.76,8479.95,1048,947.87,874.79,22.64,11.03,11.61,77.78%,78.07%
2014/2/27,8626.51,8647.9,8615.41,8639.58,8595.71,8566.96,8504.48,8486.48,1036.21,963.13,901.72,28.07,14.44,13.63,83.23%,79.79%
2014/3/3,8627.15,8628.05,8545.24,8601.98,8595.73,8575.79,8504.82,8491.58,1015.82,976.54,912.43,28.71,17.29,11.42,78.03%,79.20%
2014/3/4,8583.58,8595.59,8554.54,8554.54,8594.52,8579.29,8502.63,8494.78,922.15,988.56,931.42,26.52,19.14,7.39,62.27%,73.56%
2014/3/5,8622.19,8652.22,8622.19,8632.93,8605.98,8586.96,8511.15,8498.55,1042.73,1012.98,962.23,30.12,21.33,8.78,70.23%,72.45%
2014/3/6,8660.29,8719.17,8660.29,8713.79,8628.56,8600.64,8533.62,8503.54,1196.54,1042.69,995.28,37.91,24.65,13.26,79.14%,74.68%
2014/3/7,8754.74,8787.62,8698.6,8713.96,8643.44,8619.57,8553.76,8508.89,1310.25,1097.5,1030.31,45.72,28.86,16.86,76.11%,75.16%
2014/3/10,8706.43,8712.88,8651.54,8665.24,8656.09,8625.91,8567.66,8513.01,873.95,1069.12,1022.83,46.94,32.48,14.46,67.24%,72.52%
2014/3/11,8694.96,8716.31,8684.63,8702.33,8685.65,8640.08,8583.18,8518.46,882.08,1061.11,1024.83,49.58,35.9,13.68,66.43%,70.49%
2014/3/12,8671.4,8684.73,8651.99,8684.73,8696.01,8650.99,8595.88,8523.74,847.01,1021.97,1017.47,49.09,38.54,10.55,63.47%,68.15%
2014/3/13,8737.81,8768.66,8732.15,8747.79,8702.81,8665.69,8607.73,8528.8,1141.11,1010.88,1026.78,53.94,41.62,12.32,70.17%,68.82%
2014/3/14,8697.73,8709.56,8677.81,8687.63,8697.54,8670.49,8618.73,8532.87,919.6,932.75,1015.12,52.46,43.79,8.67,65.81%,67.82%
2014/3/17,8697.26,8708.4,8662.49,8700.1,8704.52,8680.3,8628.05,8537.31,863.12,930.58,999.85,50.87,45.2,5.67,59.57%,65.07%
2014/3/18,8747.38,8759.55,8713.51,8731.94,8710.44,8698.04,8638.67,8543.48,996.58,953.48,1007.3,52.36,46.63,5.72,59.41%,63.18%
2014/3/19,8745.02,8749.8,8682.75,8689.46,8711.38,8703.7,8645.33,8548.69,1010.57,986.19,1004.08,50.42,47.39,3.03,48.90%,58.42%
2014/3/20,8638.59,8638.59,8580.4,8597.33,8681.29,8692.05,8646.35,8553.42,943.59,946.69,978.79,40.4,45.99,-5.6,35.59%,50.81%
2014/3/21,8642.82,8642.82,8562.57,8577.17,8659.2,8678.37,8648.97,8557.15,955.95,953.96,943.36,31.01,43,-11.99,26.09%,42.57%
2014/3/24,8540.27,8605.38,8508.01,8605.38,8640.26,8672.39,8649.15,8561.43,798.34,941.01,935.79,22.59,38.91,-16.33,29.85%,38.33%
2014/3/25,8589.19,8689.3,8589.19,8689.3,8631.73,8671.08,8655.58,8566.12,837.84,909.26,931.37,22.37,35.6,-13.23,43.08%,39.91%
2014/3/26,8741.03,8746.71,8717.79,8737.27,8641.29,8676.34,8663.67,8571.6,936.6,894.46,940.33,27.57,34,-6.43,59.10%,46.31%
2014/3/27,8737.56,8780.42,8723.82,8779.57,8677.74,8679.52,8672.6,8576.99,999.21,905.59,926.14,33.81,33.96,-0.15,72.63%,55.08%
2014/3/28,8779.91,8812.41,8751.07,8774.64,8717.23,8688.22,8679.35,8582.39,1006.07,915.61,934.79,39.3,35.03,4.27,77.62%,62.60%
2014/3/31,8802.93,8849.28,8769.97,8849.28,8766.01,8703.13,8691.72,8588.75,879.55,931.85,936.43,47.24,37.47,9.77,85.08%,70.09%
2014/4/1,8847.34,8873.15,8826.16,8873.15,8802.78,8717.26,8707.65,8595.2,912.79,946.84,928.05,55.47,41.07,14.4,90.05%,76.74%
2014/4/2,8906.52,8922.79,8883.14,8905.45,8836.42,8738.85,8721.28,8601.38,1069.11,973.35,933.91,64.7,45.8,18.91,91.97%,81.82%
2014/4/3,8902.94,8913.74,8871.16,8888.54,8858.21,8767.98,8730.01,8605.8,988.53,971.21,938.4,70.11,50.66,19.45,91.90%,85.18%
2014/4/7,8844.91,8876.44,8828.59,8876.44,8878.57,8797.9,8738.14,8610.21,954.13,960.82,938.22,71.46,54.82,16.64,89.97%,86.78%
2014/4/8,8878.88,8899.12,8860.7,8888.25,8886.37,8826.19,8749.29,8614.81,952.75,975.46,953.66,73.28,58.51,14.77,87.70%,87.08%
2014/4/9,8912.39,8936.57,8912.39,8930.57,8897.85,8850.32,8760.7,8621.21,928.07,978.52,962.68,77.33,62.28,15.05,90.86%,88.34%
2014/4/10,8964.34,8978.52,8898.3,8948.1,8906.38,8871.4,8773.87,8628.67,1086.78,982.05,977.7,80.88,66,14.88,89.45%,88.71%
2014/4/11,8900.13,8909.97,8848.24,8908.05,8910.28,8884.25,8781.88,8635.27,971.33,978.61,974.91,78.77,68.55,10.22,81.70%,86.37%
2014/4/14,8897.23,8899.51,8852.66,8857.42,8906.48,8892.53,8790.37,8640.29,787.08,945.2,953.01,74.08,69.66,4.43,61.31%,78.02%
2014/4/15,8898.65,8918.94,8889.44,8916.71,8912.17,8899.27,8801.2,8646.99,904.35,935.52,955.49,73.05,70.34,2.72,60.46%,72.17%
2014/4/16,8921.07,8968.56,8894.29,8923.82,8910.82,8904.34,8810.8,8653.57,948.98,939.7,959.11,72.78,70.83,1.96,61.48%,68.60%
2014/4/17,8942.23,8962.66,8921.56,8944.16,8910.03,8908.21,8823.53,8659.87,959.43,914.23,948.14,72.98,71.26,1.72,66.68%,67.96%
2014/4/18,8994.77,9002.7,8945.56,8966.66,8921.75,8916.02,8842,8666.84,710.5,862.07,920.34,74.48,71.9,2.58,70.01%,68.65%
2014/4/21,8961.52,8965.58,8938.47,8951.19,8940.51,8923.49,8860.7,8672.65,671.25,838.9,892.05,73.3,72.18,1.12,68.89%,68.73%
2014/4/22,8956.22,8989.06,8955.19,8974.71,8952.11,8932.14,8879.16,8678.7,881.93,834.42,884.97,73.29,72.4,0.88,73.22%,70.22%
2014/4/23,9009.59,9022.28,8947.86,8956.92,8958.73,8934.77,8892.55,8684.71,1057.18,856.06,897.88,72.25,72.37,-0.13,69.63%,70.03%
2014/4/24,8968.82,8971.94,8926.55,8945.45,8958.99,8934.51,8902.95,8690.11,961.47,856.47,885.35,68.72,71.64,-2.92,64.65%,68.24%
2014/4/25,8945.81,8951.06,8749.51,8774.12,8920.48,8921.12,8902.68,8693.01,1348.81,984.13,923.1,54.39,68.19,-13.8,46.11%,60.86%
2014/4/28,8680.14,8825.93,8671.65,8809.71,8892.18,8916.35,8904.44,8696.09,984.31,1046.74,942.82,39.92,62.54,-22.62,43.86%,55.20%
2014/4/29,8845.6,8884.48,8833.37,8872.11,8871.66,8911.89,8905.58,8700.71,930.91,1056.54,945.48,35.01,57.03,-22.02,48.30%,52.90%
2014/4/30,8885.7,8890.09,8791.44,8791.44,8838.57,8898.65,8901.49,8703.92,1106.4,1066.38,961.22,26.82,50.99,-24.17,43.59%,49.79%
2014/5/2,8846.86,8875.9,8839.92,8867.32,8822.94,8890.96,8899.58,8710.67,984.7,1071.02,963.75,23.81,45.55,-21.74,47.66%,49.08%
2014/5/5,8895.87,8911.08,8844.45,8870.43,8842.2,8881.34,8898.68,8720.77,941.45,989.55,986.84,22.09,40.86,-18.77,50.67%,49.61%
2014/5/6,8888.45,8927.39,8853.72,8912.39,8862.74,8877.46,8900.48,8730.79,1013.98,995.49,1021.11,22.68,37.23,-14.54,56.67%,51.96%
2014/5/7,8903.72,8911.03,8856.98,8893.22,8866.96,8869.31,8900.73,8739.22,1005.38,1010.38,1033.46,21.86,34.15,-12.29,62.37%,55.43%
2014/5/8,8925.21,8941.46,8891.74,8930.9,8894.85,8866.71,8900.74,8748.21,1012.35,991.57,1028.98,23.77,32.08,-8.31,72.51%,61.13%
2014/5/9,8943.14,8945.63,8878.32,8889.69,8899.33,8861.13,8897.82,8755.86,948.77,984.39,1027.7,23.17,30.29,-7.13,74.87%,65.71%
2014/5/12,8893.72,8898.31,8803.43,8808.61,8886.96,8864.58,8892.85,8760.82,848.77,965.85,977.7,16.76,27.59,-10.83,53.62%,61.68%
2014/5/13,8865.61,8886.66,8809.06,8817.94,8868.07,8865.41,8890.88,8766.66,889.67,940.99,968.24,11.8,24.43,-12.63,41.48%,54.95%
2014/5/14,8842.05,8875.16,8812.19,8875.16,8864.46,8865.71,8888.8,8772.68,873.79,914.67,962.53,9.89,21.52,-11.63,44.47%,51.45%
2014/5/15,8852.92,8880.65,8839.44,8880.65,8854.41,8874.63,8886.64,8778.7,724.72,857.14,924.36,9.16,19.05,-9.89,47.75%,50.22%
2014/5/16,8857.12,8896.72,8816.92,8888.45,8854.16,8876.74,8883.85,8784.24,768.42,821.07,902.73,8.66,16.97,-8.31,51.76%,50.73%
2014/5/19,8901.54,8912.35,8877.46,8899.9,8872.42,8879.69,8880.52,8789.62,749.78,801.28,883.56,10.15,15.61,-5.46,57.12%,52.86%
2014/5/20,8922.08,8930.79,8887.79,8887.79,8886.39,8877.23,8877.35,8795.67,795.04,782.35,861.67,11.29,14.74,-3.45,57.86%,54.53%
2014/5/21,8894.16,8905.04,8848.53,8862.42,8883.84,8874.15,8871.73,8800.01,685.77,744.75,829.71,9.75,13.75,-4,52.40%,53.82%
2014/5/22,8899.82,8969.63,8899.82,8969.63,8901.64,8878.02,8872.37,8806.83,874.64,774.73,815.94,15.02,14,1.02,68.27%,58.63%
2014/5/23,8960.79,9008.22,8960.79,9008.22,8925.59,8889.88,8875.51,8814.04,974.45,815.94,818.5,22.5,15.7,6.8,78.84%,65.37%
2014/5/26,9040.49,9053.75,9026.77,9036.12,8952.84,8912.63,8888.61,8821.3,872.1,840.4,820.84,31.44,18.85,12.59,83.46%,71.40%
2014/5/27,9045.08,9059.19,9035.69,9055.29,8986.34,8936.36,8900.88,8828.22,834.71,848.33,815.34,39.14,22.9,16.23,88.44%,77.08%
2014/5/28,9072.04,9125.14,9069.89,9121.71,9038.19,8961.02,8913.36,8836.89,1028.59,916.9,830.82,49.37,28.2,21.17,91.92%,82.03%
2014/5/29,9123.46,9131.66,9093.57,9109,9066.07,8983.85,8929.24,8846.13,1037.15,949.4,862.07,56.92,33.94,22.97,91.95%,85.33%
2014/5/30,9130.66,9139.57,9075.91,9075.91,9079.61,9002.6,8939.67,8853.51,1368,1028.11,922.02,60.67,39.29,21.38,87.34%,86.00%
2014/6/3,9106.61,9128.34,9070.45,9123.46,9097.07,9024.96,8952.32,8860.34,1029.7,1059.63,950.02,64.48,44.32,20.15,89.71%,87.24%
2014/6/4,9135.01,9140.55,9114.18,9119.96,9110.01,9048.17,8962.7,8867.11,995.5,1091.79,970.06,67.71,49,18.71,90.29%,88.26%
2014/6/5,9127.56,9140.72,9094.13,9140.72,9113.81,9076,8975.08,8875.03,1125.68,1111.21,1014.05,69.89,53.18,16.72,93.53%,90.01%
2014/6/6,9167.83,9174.77,9122.56,9134.46,9118.9,9092.49,8985.25,8882.23,1133.39,1130.45,1039.93,71.81,56.91,14.9,86.61%,88.88%
2014/6/9,9153.93,9166.58,9138.93,9162.74,9136.27,9107.94,8998.91,8890.2,1018.53,1060.56,1044.34,73.78,60.28,13.5,88.19%,88.65%
2014/6/10,9181.9,9222.37,9171.75,9222.37,9156.05,9126.56,9019.6,8898.11,1041.5,1062.92,1061.28,78.63,63.95,14.68,92.13%,89.81%
2014/6/11,9218.5,9229.8,9204.76,9229.8,9178.02,9144.01,9040.19,8907.14,1017.79,1067.38,1079.58,82.64,67.69,14.95,94.75%,91.45%
2014/6/12,9209.99,9220.89,9186.79,9204.65,9190.8,9152.31,9056.66,8915.55,1009.5,1044.14,1077.67,83.3,70.81,12.49,91.24%,91.38%
2014/6/13,9192.73,9207.74,9171.51,9196.39,9203.19,9161.05,9072.45,8923.29,921.4,1001.74,1066.1,81.97,73.04,8.93,87.17%,89.98%
2014/6/16,9196.23,9214.19,9179.56,9202.93,9211.23,9173.75,9088.17,8931.85,975.39,993.12,1026.84,80.54,74.54,6,84.85%,88.27%
2014/6/17,9223.02,9249.87,9200.86,9240.6,9214.87,9185.46,9105.21,8942.57,1021.27,989.07,1026,81.15,75.86,5.28,87.91%,88.15%
2014/6/18,9257.65,9316.64,9204.35,9279.93,9224.9,9201.46,9124.82,8954.29,1306.08,1046.73,1057.05,83.66,77.42,6.24,85.64%,87.31%
2014/6/19,9288.69,9324.4,9283.38,9316.81,9247.33,9219.07,9147.54,8966.14,978.49,1040.53,1042.33,87.89,79.52,8.37,89.06%,87.89%
2014/6/20,9330.35,9339.83,9273.79,9273.79,9262.81,9233,9162.74,8975.88,976.94,1051.63,1026.69,88.59,81.33,7.26,79.63%,85.14%
2014/6/23,9293.06,9302.65,9225.73,9228.35,9267.9,9239.56,9173.75,8984.07,1130.55,1082.67,1037.89,84.62,81.99,2.63,64.34%,78.21%
2014/6/24,9232.35,9276.24,9232.35,9246.2,9269.02,9241.95,9184.25,8991.85,911.52,1060.72,1024.89,80.87,81.76,-0.9,57.69%,71.37%
2014/6/25,9250.13,9255.87,9229.8,9242.16,9261.46,9243.18,9193.6,8999.64,873.13,974.13,1010.43,76.38,80.69,-4.3,52.45%,65.06%
2014/6/26,9273.36,9320.94,9271.35,9320.94,9262.29,9254.81,9203.56,9007.5,984.71,975.37,1007.95,77.27,80,-2.73,64.37%,64.83%
2014/6/27,9316.89,9330.95,9303.57,9306.83,9268.9,9265.85,9213.45,9014.73,951.48,970.28,1010.96,77.36,79.48,-2.11,68.33%,66.00%
2014/6/30,9332.44,9393.07,9327.89,9393.07,9301.84,9284.87,9229.31,9022.85,1030.42,950.25,1016.46,81.72,79.92,1.79,78.89%,70.29%
2014/7/1,9393.07,9463.06,9374.28,9441.92,9340.98,9305,9245.23,9032.08,1154.73,998.9,1029.81,88.47,81.63,6.83,82.96%,74.51%
2014/7/2,9482,9547.05,9421.87,9484.96,9389.54,9325.5,9263.48,9042.22,1537.92,1131.85,1052.99,97.09,84.72,12.36,82.20%,77.08%
2014/7/3,9468.78,9538.65,9449.78,9526.23,9430.6,9346.45,9282.76,9052.85,1218.99,1178.71,1077.04,104.77,88.73,16.04,85.97%,80.04%
2014/7/4,9525.93,9550.11,9482.94,9510.05,9471.25,9370.07,9301.54,9062.51,1181.92,1224.8,1097.54,109.84,92.96,16.89,86.48%,82.19%
2014/7/7,9497.27,9520.2,9454.67,9520.2,9496.67,9399.26,9319.41,9072.05,1113.94,1241.5,1095.88,111.81,96.73,15.08,87.87%,84.08%
2014/7/8,9515.18,9540.57,9499.17,9530.98,9514.48,9427.73,9334.84,9082.43,1025.07,1215.57,1107.23,113.8,100.14,13.66,89.63%,85.93%
2014/7/9,9510,9522.99,9478.76,9489.98,9515.49,9452.52,9347.85,9092.97,1025.21,1113.02,1122.44,111.67,102.44,9.22,84.96%,85.61%
2014/7/10,9512.89,9568.75,9512.89,9565.12,9523.27,9476.93,9365.87,9103.78,1411.79,1151.59,1165.15,113.31,104.62,8.69,89.47%,86.89%
2014/7/11,9561.71,9591.27,9478.07,9495.84,9520.42,9495.84,9380.84,9113.31,1346.13,1184.43,1204.61,110.3,105.76,4.55,78.32%,84.03%
2014/7/14,9497.81,9545.99,9488.12,9520.3,9520.44,9508.56,9396.71,9122.91,1121.85,1186.01,1213.76,106.96,106,0.97,71.58%,79.88%
2014/7/15,9558.42,9593.68,9547.94,9569.17,9528.08,9521.28,9413.14,9132.96,1151.83,1211.36,1213.47,107.22,106.24,0.98,75.38%,78.38%
2014/7/16,9570.33,9574.13,9471.65,9484.73,9527.03,9521.26,9423.38,9141.85,1171.12,1240.55,1176.79,100.92,105.18,-4.26,57.46%,71.41%
2014/7/17,9420.11,9461.86,9373.87,9408.24,9495.66,9509.46,9427.95,9149.07,1279.83,1214.15,1182.87,87.59,101.66,-14.07,43.52%,62.11%
2014/7/18,9335.38,9421.34,9335.38,9400.97,9476.68,9498.55,9434.31,9156.47,1027,1150.33,1167.38,74.29,96.19,-21.9,37.48%,53.90%
2014/7/21,9453.78,9480.14,9426.3,9440.97,9460.82,9490.63,9444.94,9164.73,921.21,1110.2,1148.1,67.6,90.47,-22.87,38.61%,48.80%
2014/7/22,9453.23,9499.36,9418.74,9499.36,9446.85,9487.47,9457.6,9176.82,983.96,1076.62,1143.99,64.15,85.2,-21.06,46.90%,48.17%
2014/7/24,9508.26,9538.07,9483.52,9527.54,9455.42,9491.22,9471.87,9188.78,1207.67,1083.93,1162.24,63.9,80.94,-17.04,56.07%,50.80%
2014/7/25,9519.99,9528.7,9412.48,9439.29,9461.63,9478.64,9477.79,9198.24,1081.32,1044.23,1129.19,57.86,76.33,-18.47,50.79%,50.80%
2014/7/28,9415.9,9460.43,9385.56,9420.18,9465.47,9471.08,9483.46,9208.72,1102.44,1059.32,1104.82,49.8,71.02,-21.22,44.80%,48.80%
2014/7/29,9457.8,9483.75,9357.32,9391.88,9455.65,9458.23,9483.4,9217.46,1345.85,1144.25,1127.22,41.7,65.16,-23.46,37.76%,45.12%
2014/7/30,9409.62,9456.03,9398.82,9447.02,9445.18,9446.02,9483.65,9227.07,1066.61,1160.78,1118.7,37.35,59.6,-22.25,43.53%,44.59%
2014/7/31,9436.04,9438.97,9313.87,9315.85,9402.84,9429.13,9475.2,9233.79,1066.16,1132.48,1108.2,26.24,52.93,-26.68,29.31%,39.50%
2014/8/1,9223.75,9274.64,9201.83,9266.51,9368.29,9414.96,9462.21,9240.01,1038.85,1123.98,1084.11,9.77,44.29,-34.53,25.96%,34.98%
2014/8/4,9280.29,9330.19,9258.18,9330.19,9350.29,9407.88,9453.22,9246.67,906.57,1084.81,1072.06,1.52,35.74,-34.22,30.03%,33.33%
2014/8/5,9316.82,9316.82,9141.44,9141.44,9300.2,9377.93,9434.28,9250.86,1093.08,1034.25,1089.25,-15.08,25.57,-40.66,20.02%,28.89%
2014/8/6,9148.36,9163.81,9070.09,9143.97,9239.59,9342.39,9414.93,9256.45,1090.43,1039.02,1099.9,-32.29,14,-46.29,18.72%,25.50%
2014/8/7,9162.65,9172.88,9108.85,9131.44,9202.71,9302.78,9397,9261.68,844.7,994.73,1063.6,-44.95,2.21,-47.16,17.42%,22.81%
2014/8/8,9120.2,9120.2,9014.89,9085.96,9166.6,9267.44,9373.04,9265.19,888.9,964.74,1044.36,-59.1,-10.05,-49.05,16.67%,20.76%
2014/8/11,9109.83,9184.96,9107.21,9172.91,9135.14,9242.72,9356.9,9270.06,849.09,953.24,1019.02,-62.91,-20.62,-42.29,23.05%,21.52%
2014/8/12,9188.85,9198.1,9146.98,9163.12,9139.48,9219.84,9339.04,9274.64,889.36,912.49,973.37,-64.51,-29.4,-35.11,27.02%,23.36%
2014/8/13,9155.02,9231.66,9147.14,9231.31,9156.95,9198.27,9322.14,9280.16,864.7,867.35,953.18,-61.64,-35.85,-25.79,40.89%,29.20%
