Date,Open,High,Low,Close,SMA5,SMA10,SMA20,SMA60,Vol,MA5,MA10,DIF12-26,MACD9,OSC,K,D,RSI 6,RSI 12,BBand width,Band%EMA3
2011/10/6,698,707,686,687,676.6,671.6,718,786.92,8164,7353,9340,-29.15,-29.83,0.68,52.24%,39.48%,49.68%,44.03%,28.49%,28.09%
2011/10/7,677,705,676,687,677,672.4,713.2,782.88,11515,8260,9372,-27.19,-29.3,2.11,59.22%,46.06%,49.68%,44.03%,27.64%,27.87%
2011/10/11,710,735,702,735,691.4,682.1,709.45,780.02,9827,8568,9319,-22.32,-27.9,5.59,72.81%,54.98%,70.63%,55.12%,25.03%,26.45%
2011/10/12,735,755,733,736,704.2,691.1,707.75,777.77,7310,8526,8733,-17.18,-25.76,8.58,76.46%,62.14%,70.93%,55.32%,24.11%,25.28%
2011/10/13,750,765,746,755,720,697.5,707.5,775.47,8434,9050,8356,-11.75,-22.96,11.21,81.68%,68.65%,76.46%,59.12%,23.95%,24.62%
2011/10/14,755,756,736,736,729.8,703.2,706.15,773.2,6842,8786,8069,-8.5,-20.07,11.57,80.18%,72.49%,62.25%,54.10%,23.22%,23.92%
2011/10/17,741,751,738,742,740.8,708.9,703.85,770.23,5938,7670,7965,-5.67,-17.19,11.52,80.75%,75.25%,64.74%,55.40%,21.29%,22.60%
2011/10/18,700,713,700,707,735.2,713.3,701.8,766.65,8323,7369,7969,-6.3,-15.01,8.71,65.92%,72.14%,44.32%,46.92%,20.57%,21.59%
2011/10/19,710,716,674,687,725.4,714.8,698.05,762.8,8205,7548,8037,-7.98,-13.61,5.62,48.71%,64.33%,36.44%,42.83%,19.16%,20.37%
2011/10/20,687,693,680,681,710.6,715.3,694.6,757.98,4884,6838,7944,-9.79,-12.84,3.05,35.04%,54.56%,34.25%,41.64%,18.08%,19.23%
2011/10/21,681,681,650,662,695.8,712.8,692.2,752.98,9493,7369,8077,-12.69,-12.81,0.12,26.84%,45.32%,27.88%,38.01%,18.47%,18.85%
2011/10/24,680,692,677,686,684.6,712.7,692.55,749.4,9276,8036,7853,-13.1,-12.87,-0.23,28.33%,39.66%,43.74%,44.67%,18.40%,18.62%
2011/10/25,690,690,673,680,679.2,707.2,694.65,746.43,5183,7408,7389,-13.63,-13.02,-0.61,27.58%,35.63%,41.04%,43.40%,16.98%,17.80%
2011/10/26,685,696,682,687,679.2,702.3,696.7,743.55,7691,7305,7427,-13.31,-13.08,-0.23,30.02%,33.76%,45.74%,45.38%,15.72%,16.76%
2011/10/27,671,691,664,691,681.2,695.9,696.7,740.1,7929,7914,7376,-13.21,-13.1,-0.1,33.55%,33.69%,48.55%,46.54%,15.72%,16.24%
2011/10/28,712,714,690,692,687.2,691.5,697.35,737.12,9354,7887,7628,-11.96,-12.88,0.91,43.58%,36.98%,49.34%,46.85%,15.55%,15.89%
2011/10/31,705,705,682,686,687.2,685.9,697.4,734.35,4525,6936,7486,-11.43,-12.59,1.16,47.23%,40.40%,44.44%,45.14%,15.53%,15.71%
2011/11/1,651,672,647,657,682.6,680.9,697.1,732,10965,8093,7751,-13.39,-12.75,-0.64,36.46%,39.09%,28.20%,37.86%,15.77%,15.74%
2011/11/2,640,659,639,653,675.8,677.5,696.15,729.62,8452,8245,7775,-15.35,-13.27,-2.09,30.53%,36.24%,26.59%,36.96%,16.46%,16.10%
2011/11/3,652,658,626,626,662.8,672,693.65,726.95,9811,8621,8268,-18.07,-14.23,-3.84,20.35%,30.94%,18.18%,31.47%,18.60%,17.35%
2011/11/4,649,649,632,640,652.4,669.8,691.3,723.95,6231,7997,7942,-19.5,-15.28,-4.22,18.87%,26.92%,31.63%,36.78%,19.84%,18.60%
2011/11/7,648,659,640,653,645.8,666.5,689.6,721.08,5145,8121,7529,-19.52,-16.13,-3.39,22.81%,25.55%,42.21%,41.39%,20.47%,19.53%
2011/11/8,664,665,650,650,644.4,663.5,685.35,718.58,4502,6828,7461,-19.11,-16.73,-2.38,24.30%,25.13%,40.48%,40.64%,20.24%,19.89%
2011/11/9,660,670,655,655,644.8,660.3,681.3,715.72,7629,6664,7454,-18.18,-17.02,-1.16,27.18%,25.82%,45.00%,42.52%,19.51%,19.70%
2011/11/10,641,646,630,635,646.6,654.7,675.3,712.52,6440,5989,7305,-19.01,-17.42,-1.59,21.92%,24.52%,32.98%,37.36%,17.81%,18.75%
2011/11/11,638,644,626,643,647.2,649.8,670.65,709.88,4767,5697,6847,-19.25,-17.78,-1.47,26.93%,25.32%,40.59%,40.51%,16.34%,17.55%
2011/11/14,663,688,660,688,654.2,650,667.95,708.47,8959,6459,7290,-15.86,-17.4,1.53,51.29%,33.98%,66.39%,54.55%,13.44%,15.49%
2011/11/15,695,704,690,690,662.2,653.3,667.1,707.98,11769,7913,7371,-12.03,-16.33,4.29,61.54%,43.17%,67.15%,55.07%,12.73%,14.11%
2011/11/16,703,705,683,683,667.8,656.3,666.9,707.57,7194,7826,7245,-9.3,-14.92,5.62,65.08%,50.47%,61.32%,52.79%,12.63%,13.37%
2011/11/17,675,689,668,689,678.6,662.6,667.3,706.57,4691,7476,6733,-7.42,-13.42,6,69.97%,56.97%,64.49%,54.55%,12.83%,13.10%
2011/11/18,670,675,660,660,682,664.6,667.2,705.23,8738,8270,6983,-7.47,-12.23,4.76,60.99%,58.31%,43.71%,45.59%,12.85%,12.97%
2011/11/21,645,653,637,637,671.8,663,664.75,703.35,6294,7737,7098,-9.23,-11.63,2.4,45.30%,53.97%,33.45%,39.91%,13.20%,13.09%
2011/11/22,620,622,598,600,653.8,658,660.75,700.57,13910,8165,8039,-13.38,-11.98,-1.4,30.82%,46.26%,23.02%,32.76%,15.59%,14.34%
2011/11/23,588,603,565,565,630.2,649,654.65,697.18,12563,9239,8533,-18.91,-13.37,-5.55,20.55%,37.69%,17.00%,27.64%,19.80%,17.07%
2011/11/24,526,526,526,526,597.6,638.1,646.4,693.25,3000,8901,8189,-26.9,-16.07,-10.83,13.70%,29.69%,12.60%,23.24%,25.84%,21.45%
2011/11/25,489.5,500,489.5,489.5,563.5,622.75,636.28,688.81,41556,15465,11867,-35.55,-19.97,-15.58,9.13%,22.84%,9.76%,19.98%,33.07%,27.26%
2011/11/28,483,495,465,471.5,530.4,601.1,625.55,683.9,23800,18966,13352,-43.23,-24.62,-18.61,6.99%,17.56%,8.61%,18.58%,39.86%,33.56%
2011/11/29,483,497.5,481,494,509.2,581.5,617.4,679.78,11258,18435,13300,-47.49,-29.2,-18.3,8.98%,14.70%,22.32%,25.68%,44.11%,38.84%
2011/11/30,495,496,471.5,477,491.6,560.9,608.6,675.95,12488,18420,13830,-51.18,-33.59,-17.59,7.89%,12.43%,19.65%,23.96%,48.66%,43.75%
2011/12/1,505,505,488.5,489.5,484.3,540.95,601.78,672.31,11401,20101,14501,-52.48,-37.37,-15.11,9.60%,11.49%,27.33%,27.84%,52.04%,47.89%
2011/12/2,489.5,497,481,482,482.8,523.15,593.88,667.73,6867,13163,14314,-53.5,-40.6,-12.9,10.01%,10.99%,25.57%,26.94%,55.17%,51.53%
2011/12/5,481,481,448.5,448.5,478.2,504.3,583.65,662.15,12978,10998,14982,-56,-43.68,-12.32,6.67%,9.55%,19.01%,23.27%,59.30%,55.42%
2011/12/6,445,463.5,432,458,471,490.1,574.05,656.28,14638,11674,15055,-57.61,-46.46,-11.15,13.67%,10.93%,25.51%,26.37%,62.19%,58.80%
2011/12/7,449,458,426.5,428,461.2,476.4,562.7,650.58,18122,12801,15611,-59.64,-49.1,-10.54,9.75%,10.53%,19.56%,23.15%,65.83%,62.31%
2011/12/8,417,429.5,410,414.5,446.2,465.25,551.68,644.83,15489,13619,16860,-61.98,-51.67,-10.31,8.08%,9.72%,17.37%,21.84%,69.88%,66.10%
2011/12/9,403,416,403,405.5,430.9,456.85,539.8,638.87,10761,14398,13780,-63.88,-54.11,-9.76,6.20%,8.54%,15.95%,20.98%,73.36%,69.73%
2011/12/12,412,420,411,415,424.2,451.2,526.15,632.65,8448,13492,12245,-64.02,-56.1,-7.92,8.06%,8.38%,23.87%,24.42%,73.29%,71.51%
2011/12/13,416,432,416,426,417.8,444.4,512.95,627.28,12053,12975,12325,-62.62,-57.4,-5.22,12.89%,9.88%,32.68%,28.36%,70.96%,71.23%
2011/12/14,429.5,446.5,420,446,421.4,441.3,501.1,622.02,14252,12201,12501,-59.65,-57.85,-1.8,23.84%,14.54%,46.26%,35.07%,66.39%,68.81%
2011/12/15,444,456,438,441.5,426.8,436.5,488.73,616.88,12446,11592,12605,-56.27,-57.53,1.27,32.35%,20.47%,43.87%,34.28%,58.89%,63.85%
2011/12/16,446,448.5,438,439.5,433.6,432.25,477.7,612.37,7550,10950,12674,-53.21,-56.67,3.46,41.67%,27.54%,42.69%,33.91%,51.00%,57.42%
2011/12/19,440,449,440,445,439.6,431.9,468.1,608.47,6290,10518,12005,-49.93,-55.32,5.39,53.24%,36.11%,47.35%,35.98%,41.88%,49.65%
2011/12/20,440,476,440,476,449.6,433.7,461.9,605.77,11291,10366,11670,-45.03,-53.26,8.24,68.82%,47.01%,66.02%,46.32%,33.50%,41.58%
2011/12/21,502,509,502,509,462.2,441.8,459.1,603.48,7520,9019,10610,-37.46,-50.1,12.64,79.22%,57.75%,76.62%,54.80%,28.48%,35.03%
2011/12/22,522,525,509,509,475.7,451.25,458.25,600.45,13567,9244,10418,-30.64,-46.21,15.57,81.47%,65.65%,76.62%,54.80%,27.16%,31.09%
2011/12/23,516,522,511,513,490.4,462,459.43,597.68,8308,9395,10173,-24.81,-41.93,17.12,83.97%,71.76%,77.83%,55.81%,28.45%,29.77%
2011/12/26,516,523,515,521,505.6,472.6,461.9,594.95,5372,9212,9865,-19.54,-37.45,17.91,88.05%,77.19%,80.27%,57.86%,30.54%,30.16%
2011/12/27,518,519,496,496,509.6,479.6,462,592.17,10269,9007,9687,-16.65,-33.29,16.64,80.92%,78.43%,56.79%,49.96%,30.62%,30.39%
2011/12/28,496,504,496,496.5,507.1,484.65,462.98,589.24,5155,8534,8777,-14.47,-29.53,15.06,76.36%,77.74%,57.10%,50.11%,31.13%,30.76%
2011/12/29,492,496,485,494,504.1,489.9,463.2,586.21,5807,6982,8113,-13.08,-26.24,13.16,72.08%,75.86%,54.80%,49.31%,31.27%,31.01%
2011/12/30,502,508,497,497,500.9,495.65,463.95,583.04,5432,6407,7901,-11.24,-23.24,12,70.41%,74.04%,57.27%,50.35%,31.67%,31.34%
2012/1/2,503,503,477.5,477.5,492.2,498.9,465.4,579.55,7082,6749,7980,-10.94,-20.78,9.84,46.94%,65.01%,40.16%,43.98%,31.52%,31.43%
2012/1/3,482,493,481,492.5,491.5,500.55,467.13,575.51,6194,5934,7471,-10.11,-18.64,8.54,41.82%,57.28%,53.10%,49.36%,31.76%,31.60%
2012/1/4,501,506,495,495.5,491.3,499.2,470.5,571.5,6813,6266,7400,-8.68,-16.65,7.97,41.07%,51.87%,55.41%,50.39%,30.98%,31.29%
2012/1/5,493,496,481,485.5,489.6,496.85,474.05,567.01,8214,6747,6865,-8.35,-14.99,6.64,33.24%,45.66%,46.28%,46.90%,28.86%,30.08%
2012/1/6,480.5,491,477,482,486.6,493.75,477.88,562.78,8207,7302,6855,-8.31,-13.65,5.35,26.13%,39.15%,43.28%,45.68%,25.44%,27.76%
2012/1/9,470,477,456,457,482.5,487.35,479.98,558.03,13540,8594,7671,-9.88,-12.9,3.02,18.06%,32.12%,27.84%,38.03%,22.72%,25.24%
2012/1/10,461.5,465,446.5,449.5,473.9,482.7,481.15,553.73,12657,9886,7910,-11.72,-12.66,0.94,13.67%,25.97%,24.67%,36.06%,21.08%,23.16%
2012/1/11,453.5,467,451,460,466.8,479.05,481.85,549.95,8896,10303,8284,-12.48,-12.63,0.14,16.43%,22.79%,36.76%,40.76%,20.38%,21.77%
2012/1/12,465,465.5,460,463.5,462.4,476,482.95,546.33,6144,9889,8318,-12.65,-12.63,-0.02,20.48%,22.02%,40.58%,42.30%,19.19%,20.48%
2012/1/13,468,482,460,481,462.2,474.4,485.03,543.31,13607,10969,9135,-11.61,-12.43,0.82,32.98%,25.67%,56.37%,49.48%,17.27%,18.88%
2012/1/16,500,500,485.5,485.5,467.9,475.2,487.05,539.97,11921,10645,9619,-9.61,-11.86,2.25,43.83%,31.73%,59.68%,51.18%,15.46%,17.17%
2012/1/17,491,497,483,495.5,477.1,475.5,488.03,536.89,7052,9524,9705,-7.65,-11.02,3.37,59.75%,41.07%,66.46%,54.87%,15.35%,16.26%
2012/1/18,499.5,503,488,488.5,482.8,474.8,487,533.58,8176,9380,9841,-6.09,-10.04,3.95,64.61%,48.92%,58.24%,51.88%,14.87%,15.57%
2012/1/30,500,503,493,493,488.7,475.55,486.2,530.28,10228,10197,10043,-4.51,-8.93,4.42,70.51%,56.11%,61.88%,53.65%,14.36%,14.96%
2012/1/31,488,497,478,485.5,489.6,475.9,484.83,526.84,12877,10051,10510,-3.95,-7.93,3.99,70.02%,60.75%,52.69%,50.28%,13.48%,14.22%
2012/2/1,487.5,519,486,519,496.3,482.1,484.73,524.06,17793,11225,10935,-1.52,-6.65,5.13,80.01%,67.17%,73.65%,61.93%,13.31%,13.76%
2012/2/2,531,555,529,555,508.2,492.65,487.68,522.36,21454,14106,11815,3.4,-4.64,8.04,86.67%,73.67%,83.23%,70.13%,18.19%,15.98%
2012/2/3,560,578,555,565,523.5,503.15,491.1,520.89,16291,15729,12554,8.6,-1.99,10.59,87.44%,78.26%,85.05%,71.96%,22.68%,19.33%
2012/2/4,578,593,571,581,541.1,514.9,495.45,520.14,10751,15833,13015,13.83,1.17,12.66,88.15%,81.56%,87.62%,74.67%,27.50%,23.41%
2012/2/6,585,586,546,551,554.2,521.9,498.15,518.66,13161,15890,12970,15.94,4.12,11.81,79.93%,81.01%,63.18%,62.35%,29.03%,26.22%
2012/2/7,513,530,513,513,553,524.65,499.93,516.33,28740,18079,14652,14.12,6.12,7.99,63.43%,75.15%,44.37%,50.77%,28.77%,27.50%
2012/2/8,526,548,524,548,551.6,529.9,502.7,514.63,16914,17171,15639,14.5,7.8,6.7,62.58%,70.96%,58.14%,58.51%,29.76%,28.63%
2012/2/9,550,577,550,570,552.6,538.05,506.43,513.21,14460,16805,16267,16.61,9.56,7.05,68.38%,70.10%,64.73%,62.55%,31.68%,30.15%
2012/2/10,575,575,554,562,548.8,544.95,510.25,511.99,9423,16540,16186,17.8,11.21,6.59,69.27%,69.82%,60.57%,60.22%,32.57%,31.36%
2012/2/13,566,574,560,563,551.2,552.7,514.3,510.66,7909,15489,15690,18.66,12.7,5.96,67.01%,68.89%,60.95%,60.42%,33.08%,32.22%
2012/2/14,569,587,564,580,564.6,558.8,520.45,508.86,12776,12296,15188,20.15,14.19,5.96,72.59%,70.12%,67.31%,63.81%,32.82%,32.52%
2012/2/15,585,596,585,587,572.4,562,527.33,507.14,12577,11429,14300,21.96,15.74,6.21,78.11%,72.78%,69.75%,65.15%,31.69%,32.10%
2012/2/16,582,585,558,568,572,562.3,532.73,505.23,9797,10496,13651,21.61,16.92,4.69,74.16%,73.24%,56.12%,58.72%,29.77%,30.94%
2012/2/17,584,594,572,574,574.4,561.6,538.25,503.31,13055,11223,13881,21.79,17.89,3.9,73.94%,73.48%,59.15%,60.07%,27.68%,29.31%
2012/2/20,580,583,566,580,577.8,564.5,543.2,501.98,4573,10556,13022,21.58,18.63,2.95,75.22%,74.06%,62.27%,61.46%,26.41%,27.86%
2012/2/21,576,593,576,590,579.8,572.2,548.43,501.19,8091,9619,10958,21.97,19.3,2.67,79.13%,75.75%,67.27%,63.74%,25.29%,26.57%
2012/2/22,590,630,588,623,587,579.7,554.8,501.58,14782,10060,10744,24.32,20.3,4.02,83.02%,78.17%,78.54%,70.12%,25.99%,26.28%
2012/2/23,620,642,620,628,599,585.5,561.78,502.63,14433,10987,10742,26.96,21.63,5.32,83.12%,79.82%,79.80%,70.96%,25.66%,25.97%
2012/2/24,636,644,628,629,610,592.2,568.58,504.34,9340,10244,10733,28.96,23.1,5.86,82.93%,80.86%,80.08%,71.14%,24.79%,25.38%
2012/2/29,650,672,649,661,626.2,602,577.35,507.2,15185,12366,11461,32.45,24.97,7.48,85.41%,82.38%,87.03%,76.22%,24.47%,24.92%
2012/3/1,659,663,649,651,638.4,609.1,583.95,510.19,7214,12191,10905,34.23,26.82,7.41,84.13%,82.96%,76.96%,71.90%,24.74%,24.83%
2012/3/2,653,662,640,644,642.6,614.8,588.4,512.69,6730,10580,10320,34.76,28.41,6.36,80.62%,82.18%,70.15%,68.92%,25.65%,25.24%
2012/3/3,644,654,644,653,647.6,623.3,592.8,515.63,4094,8513,9750,35.06,29.74,5.32,81.10%,81.82%,73.74%,70.63%,26.86%,26.05%
2012/3/5,653,659,631,631,648,629,595.3,517.98,7672,8179,9211,33.86,30.56,3.3,73.17%,78.94%,54.52%,61.60%,27.25%,26.65%
2012/3/6,631,637,603,618,639.4,632.8,598.65,520.25,8480,6838,9602,31.02,30.65,0.36,60.68%,72.85%,46.02%,56.91%,26.40%,26.53%
2012/3/7,614,630,608,621,633.4,635.9,604.05,523.13,7427,6881,9536,28.52,30.23,-1.71,49.15%,64.95%,48.25%,57.72%,22.85%,24.69%
2012/3/8,624,628,612,619,628.4,635.5,607.6,525.81,6717,6878,8729,26.19,29.42,-3.23,40.50%,56.80%,46.70%,56.94%,21.15%,22.92%
2012/3/9,623,626,616,619,621.6,634.6,610.05,528.99,4166,6892,7703,24.11,28.36,-4.25,34.73%,49.44%,46.70%,56.94%,20.33%,21.62%
2012/3/12,619,625,597,598,615,631.5,611.85,532.05,7404,6839,7509,20.97,26.88,-5.91,23.66%,40.85%,31.46%,48.73%,19.06%,20.34%
2012/3/13,609,625,600,625,616.4,627.9,614.95,535.71,7850,6713,6775,19.41,25.39,-5.98,30.13%,37.27%,54.42%,57.36%,17.57%,18.96%
2012/3/14,641,642,630,631,618.4,625.9,617.5,539.31,7867,6801,6841,19.14,24.14,-5,38.37%,37.64%,58.16%,59.03%,16.83%,17.89%
2012/3/15,631,631,608,611,616.8,622.6,618.7,542.39,7945,7046,6962,17.25,22.76,-5.51,33.10%,36.13%,43.79%,51.67%,16.22%,17.06%
2012/3/16,610,616,606,610,615,618.3,620.8,545.13,4870,7187,7040,15.2,21.25,-6.05,31.70%,34.65%,43.15%,51.32%,14.41%,15.73%
